[2023-07-21 15:17:07] [world] The Player <Funget114514> has placed SUGAR_CANE at X= -995, Y= 63, Z= -978
[2023-07-21 18:00:16] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 33, Y= 11, Z= -875
[2023-07-21 18:00:16] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 33, Y= 12, Z= -875
[2023-07-21 18:00:16] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 33, Y= 13, Z= -875
[2023-07-21 18:00:17] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 33, Y= 14, Z= -875
[2023-07-21 18:00:20] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 42, Y= 5, Z= -879
[2023-07-21 18:00:23] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 41, Y= 5, Z= -877
[2023-07-21 18:00:24] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 41, Y= 6, Z= -877
[2023-07-21 18:00:24] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 41, Y= 7, Z= -877
[2023-07-21 18:00:24] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 41, Y= 8, Z= -877
[2023-07-21 18:00:24] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 41, Y= 9, Z= -877
[2023-07-21 18:00:25] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 41, Y= 10, Z= -877
[2023-07-21 18:00:25] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 41, Y= 11, Z= -877
[2023-07-21 18:00:25] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 41, Y= 12, Z= -877
[2023-07-21 18:00:31] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 40, Y= 3, Z= -879
[2023-07-21 18:00:31] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 40, Y= 4, Z= -879
[2023-07-21 18:00:31] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 40, Y= 5, Z= -879
[2023-07-21 18:00:32] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 40, Y= 6, Z= -879
[2023-07-21 18:00:32] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 40, Y= 7, Z= -879
[2023-07-21 18:00:32] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 40, Y= 8, Z= -879
[2023-07-21 18:00:32] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 40, Y= 9, Z= -879
[2023-07-21 18:00:32] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 40, Y= 10, Z= -879
[2023-07-21 18:01:13] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 65, Y= 12, Z= -884
[2023-07-21 18:01:33] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 64, Y= 12, Z= -885
[2023-07-21 18:01:34] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 64, Y= 12, Z= -886
[2023-07-21 18:01:35] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 64, Y= 12, Z= -884
[2023-07-21 18:01:36] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 65, Y= 12, Z= -885
[2023-07-21 18:01:37] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 65, Y= 13, Z= -885
[2023-07-21 18:01:37] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 64, Y= 13, Z= -885
[2023-07-21 18:01:37] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 65, Y= 12, Z= -886
[2023-07-21 18:01:38] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 65, Y= 13, Z= -886
[2023-07-21 18:01:39] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 64, Y= 14, Z= -885
[2023-07-21 18:01:40] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 64, Y= 13, Z= -886
[2023-07-21 18:01:45] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -808
[2023-07-21 18:01:45] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -810
[2023-07-21 18:01:45] [world_nether] The Player <Funget114514> has placed NETHERRACK at X= 64, Y= 14, Z= -887
[2023-07-21 18:01:46] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -812
[2023-07-21 18:01:46] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -814
[2023-07-21 18:01:47] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -816
[2023-07-21 18:01:47] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -818
[2023-07-21 18:01:48] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -820
[2023-07-21 18:01:48] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -822
[2023-07-21 18:01:52] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -824
[2023-07-21 18:01:53] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -826
[2023-07-21 18:01:53] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -828
[2023-07-21 18:01:54] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -831
[2023-07-21 18:01:55] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -832
[2023-07-21 18:01:55] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -834
[2023-07-21 18:01:56] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -836
[2023-07-21 18:01:56] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -838
[2023-07-21 18:01:58] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -840
[2023-07-21 18:01:59] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -842
[2023-07-21 18:01:59] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -844
[2023-07-21 18:02:00] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -846
[2023-07-21 18:02:00] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -848
[2023-07-21 18:02:01] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -851
[2023-07-21 18:02:02] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -853
[2023-07-21 18:02:03] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -855
[2023-07-21 18:02:04] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -857
[2023-07-21 18:02:09] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -859
[2023-07-21 18:02:10] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -861
[2023-07-21 18:02:10] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -862
[2023-07-21 18:02:11] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -864
[2023-07-21 18:02:13] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -866
[2023-07-21 18:02:13] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -868
[2023-07-21 18:02:14] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -870
[2023-07-21 18:02:15] [world_nether] The Player <wqe123420> has placed TNT at X= 63, Y= 11, Z= -872
[2023-07-21 18:10:40] [world] The Player <Funget114514> has placed NETHERRACK at X= 8, Y= 62, Z= 12
[2023-07-21 18:10:40] [world] The Player <Funget114514> has placed NETHERRACK at X= 8, Y= 63, Z= 12
[2023-07-21 18:10:41] [world] The Player <Funget114514> has placed NETHERRACK at X= 9, Y= 62, Z= 13
[2023-07-21 18:10:56] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 70, Z= -271
[2023-07-21 18:10:57] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 71, Z= -271
[2023-07-21 18:10:57] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 72, Z= -271
[2023-07-21 18:10:57] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 73, Z= -271
[2023-07-21 18:10:57] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 74, Z= -271
[2023-07-21 18:10:58] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 75, Z= -271
[2023-07-21 18:10:58] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 76, Z= -271
[2023-07-21 18:10:58] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 77, Z= -271
[2023-07-21 18:10:58] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 78, Z= -271
[2023-07-21 18:10:58] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 79, Z= -271
[2023-07-21 18:10:59] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 80, Z= -271
[2023-07-21 18:10:59] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 81, Z= -271
[2023-07-21 18:10:59] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 82, Z= -271
[2023-07-21 18:10:59] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 83, Z= -271
[2023-07-21 18:11:00] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 84, Z= -271
[2023-07-21 18:11:00] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 85, Z= -271
[2023-07-21 18:11:00] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 86, Z= -271
[2023-07-21 18:11:00] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 87, Z= -271
[2023-07-21 18:11:00] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 88, Z= -271
[2023-07-21 18:11:01] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 89, Z= -271
[2023-07-21 18:11:01] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 90, Z= -271
[2023-07-21 18:11:01] [world] The Player <wqe123420> has placed ANCIENT_DEBRIS at X= 8, Y= 91, Z= -271
[2023-07-21 18:26:36] [world] The Player <wqe123420> has placed TNT at X= -54, Y= 71, Z= -218
[2023-07-21 18:26:38] [world] The Player <wqe123420> has placed TNT at X= -53, Y= 71, Z= -218
[2023-07-21 18:26:38] [world] The Player <wqe123420> has placed TNT at X= -52, Y= 71, Z= -218
[2023-07-21 18:26:40] [world] The Player <wqe123420> has placed TNT at X= -52, Y= 71, Z= -219
[2023-07-21 18:26:40] [world] The Player <wqe123420> has placed TNT at X= -54, Y= 71, Z= -219
[2023-07-21 18:26:40] [world] The Player <wqe123420> has placed TNT at X= -54, Y= 71, Z= -220
[2023-07-21 18:26:41] [world] The Player <wqe123420> has placed TNT at X= -54, Y= 71, Z= -221
[2023-07-21 18:26:42] [world] The Player <wqe123420> has placed TNT at X= -53, Y= 71, Z= -219
[2023-07-21 18:26:43] [world] The Player <wqe123420> has placed TNT at X= -53, Y= 71, Z= -220
[2023-07-21 18:26:43] [world] The Player <wqe123420> has placed TNT at X= -53, Y= 71, Z= -221
[2023-07-21 18:26:43] [world] The Player <wqe123420> has placed TNT at X= -52, Y= 71, Z= -220
[2023-07-21 18:26:44] [world] The Player <wqe123420> has placed TNT at X= -52, Y= 71, Z= -221
[2023-07-21 18:26:45] [world] The Player <wqe123420> has placed TNT at X= -51, Y= 71, Z= -221
[2023-07-21 18:26:45] [world] The Player <wqe123420> has placed TNT at X= -51, Y= 71, Z= -220
[2023-07-21 18:26:46] [world] The Player <wqe123420> has placed TNT at X= -51, Y= 71, Z= -219
[2023-07-21 18:26:46] [world] The Player <wqe123420> has placed TNT at X= -51, Y= 71, Z= -218
[2023-07-21 20:51:55] [world] The Player <wqe123420> has placed TNT at X= 6692, Y= 55, Z= -6021
[2023-07-21 20:51:55] [world] The Player <wqe123420> has placed TNT at X= 6692, Y= 56, Z= -6021
[2023-07-21 20:51:55] [world] The Player <wqe123420> has placed TNT at X= 6692, Y= 57, Z= -6021
[2023-07-21 20:51:55] [world] The Player <wqe123420> has placed TNT at X= 6692, Y= 58, Z= -6021
[2023-07-21 20:51:56] [world] The Player <wqe123420> has placed TNT at X= 6692, Y= 59, Z= -6021
[2023-07-21 20:51:56] [world] The Player <wqe123420> has placed TNT at X= 6692, Y= 60, Z= -6021
[2023-07-21 20:51:56] [world] The Player <wqe123420> has placed TNT at X= 6692, Y= 61, Z= -6021
[2023-07-21 20:51:56] [world] The Player <wqe123420> has placed TNT at X= 6692, Y= 62, Z= -6021
[2023-07-21 20:55:49] [world] The Player <wqe123420> has placed TNT at X= 8017, Y= -5, Z= -6404
[2023-07-21 20:57:40] [world] The Player <wqe123420> has placed TNT at X= 8005, Y= -32, Z= -6411
[2023-07-21 20:57:40] [world] The Player <wqe123420> has placed TNT at X= 8005, Y= -31, Z= -6411
[2023-07-21 20:57:40] [world] The Player <wqe123420> has placed TNT at X= 8005, Y= -30, Z= -6411
[2023-07-21 20:57:41] [world] The Player <wqe123420> has placed TNT at X= 8005, Y= -29, Z= -6411
[2023-07-21 20:57:41] [world] The Player <wqe123420> has placed TNT at X= 8005, Y= -28, Z= -6411
[2023-07-21 20:57:41] [world] The Player <wqe123420> has placed TNT at X= 8005, Y= -27, Z= -6411
[2023-07-21 20:57:41] [world] The Player <wqe123420> has placed TNT at X= 8005, Y= -26, Z= -6411
[2023-07-21 20:59:59] [world] The Player <wqe123420> has placed TNT at X= 7872, Y= -34, Z= -6352
[2023-07-21 20:59:59] [world] The Player <wqe123420> has placed TNT at X= 7872, Y= -33, Z= -6352
[2023-07-21 20:59:59] [world] The Player <wqe123420> has placed TNT at X= 7872, Y= -32, Z= -6352
[2023-07-21 21:00:00] [world] The Player <wqe123420> has placed TNT at X= 7872, Y= -31, Z= -6352
[2023-07-21 21:00:03] [world] The Player <wqe123420> has placed TNT at X= 7872, Y= -32, Z= -6351
[2023-07-21 21:00:03] [world] The Player <wqe123420> has placed TNT at X= 7872, Y= -31, Z= -6351
[2023-07-21 21:00:04] [world] The Player <wqe123420> has placed TNT at X= 7871, Y= -31, Z= -6351
[2023-07-21 21:00:05] [world] The Player <wqe123420> has placed TNT at X= 7871, Y= -30, Z= -6351
[2023-07-21 21:00:10] [world] The Player <wqe123420> has placed TNT at X= 7871, Y= -29, Z= -6351
[2023-07-21 21:00:11] [world] The Player <wqe123420> has placed TNT at X= 7871, Y= -28, Z= -6351
[2023-07-21 21:00:12] [world] The Player <wqe123420> has placed TNT at X= 7871, Y= -28, Z= -6350
[2023-07-21 21:00:13] [world] The Player <wqe123420> has placed TNT at X= 7871, Y= -27, Z= -6350
[2023-07-21 21:00:19] [world] The Player <wqe123420> has placed TNT at X= 7871, Y= -26, Z= -6350
[2023-07-21 21:24:05] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 103, Y= 75, Z= 216
[2023-07-21 21:24:06] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 103, Y= 76, Z= 216
[2023-07-21 21:24:21] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 102, Y= 73, Z= 216
[2023-07-21 21:24:25] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 102, Y= 74, Z= 216
[2023-07-21 21:24:25] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 102, Y= 75, Z= 216
[2023-07-21 21:24:26] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 102, Y= 76, Z= 216
[2023-07-21 21:24:26] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 102, Y= 77, Z= 216
[2023-07-21 21:24:26] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 102, Y= 78, Z= 216
[2023-07-21 21:24:34] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 102, Y= 79, Z= 216
[2023-07-21 21:24:34] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 102, Y= 80, Z= 216
[2023-07-21 21:24:34] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 102, Y= 81, Z= 216
[2023-07-21 21:26:05] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 236, Y= 45, Z= 1000
[2023-07-21 21:26:05] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 236, Y= 46, Z= 1000
[2023-07-21 21:26:06] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 236, Y= 47, Z= 1000
[2023-07-21 21:26:06] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 236, Y= 48, Z= 1000
[2023-07-21 21:26:06] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 236, Y= 49, Z= 1000
[2023-07-21 21:26:06] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 236, Y= 50, Z= 1000
[2023-07-21 21:31:22] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 233, Y= 37, Z= 1025
[2023-07-21 21:31:22] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 233, Y= 37, Z= 1026
[2023-07-21 21:31:28] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 233, Y= 38, Z= 1026
[2023-07-21 21:31:28] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 233, Y= 39, Z= 1026
[2023-07-21 21:31:29] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 233, Y= 40, Z= 1026
[2023-07-21 21:31:29] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 233, Y= 41, Z= 1026
[2023-07-21 21:31:29] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 233, Y= 42, Z= 1026
[2023-07-21 21:31:29] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 233, Y= 43, Z= 1026
[2023-07-21 21:31:29] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 233, Y= 44, Z= 1026
[2023-07-21 21:31:30] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 233, Y= 45, Z= 1026
[2023-07-21 21:31:30] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 233, Y= 46, Z= 1026
[2023-07-21 21:31:30] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 233, Y= 47, Z= 1026
[2023-07-21 21:31:30] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 233, Y= 48, Z= 1026
[2023-07-21 21:32:14] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 238, Y= 43, Z= 1025
[2023-07-21 21:32:15] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 238, Y= 43, Z= 1026
[2023-07-21 21:34:20] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 285, Y= 29, Z= 1317
[2023-07-21 21:34:20] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 285, Y= 30, Z= 1317
[2023-07-21 21:34:22] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 285, Y= 31, Z= 1317
[2023-07-21 21:34:22] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 285, Y= 32, Z= 1317
[2023-07-21 21:34:23] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 285, Y= 33, Z= 1317
[2023-07-21 21:35:13] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 141, Y= 31, Z= 1255
[2023-07-21 21:35:13] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 142, Y= 31, Z= 1255
[2023-07-21 21:35:14] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 143, Y= 31, Z= 1255
[2023-07-21 21:35:14] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 144, Y= 31, Z= 1255
[2023-07-21 21:35:17] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 145, Y= 31, Z= 1255
[2023-07-21 21:35:17] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 145, Y= 31, Z= 1254
[2023-07-21 21:35:58] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 145, Y= 31, Z= 1253
[2023-07-21 21:35:59] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 146, Y= 31, Z= 1255
[2023-07-21 21:36:00] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 146, Y= 31, Z= 1254
[2023-07-21 21:36:00] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 146, Y= 31, Z= 1253
[2023-07-21 21:36:02] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 147, Y= 31, Z= 1255
[2023-07-21 21:36:02] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 147, Y= 31, Z= 1254
[2023-07-21 21:36:03] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 147, Y= 31, Z= 1253
[2023-07-21 21:36:19] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 146, Y= 31, Z= 1254
[2023-07-21 21:36:23] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 146, Y= 31, Z= 1254
[2023-07-21 21:36:24] [world_nether] The Player <wqe123420> has placed NETHERRACK at X= 146, Y= 31, Z= 1255
[2023-07-21 21:39:57] [world] The Player <Enderlava> has placed SHULKER_BOX at X= -28, Y= 63, Z= -287
[2023-07-21 21:44:26] [world] The Player <wqe123420> has placed SANDSTONE at X= -28, Y= 63, Z= -285
[2023-07-21 21:44:28] [world] The Player <wqe123420> has placed SANDSTONE at X= -29, Y= 63, Z= -280
[2023-07-21 21:44:36] [world] The Player <wqe123420> has placed COBBLESTONE at X= -28, Y= 62, Z= -285
[2023-07-21 21:44:44] [world] The Player <wqe123420> has placed SMOOTH_STONE at X= -27, Y= 62, Z= -285
[2023-07-21 21:44:45] [world] The Player <wqe123420> has placed SMOOTH_STONE at X= -27, Y= 62, Z= -286
[2023-07-21 21:45:03] [world] The Player <wqe123420> has placed SMITHING_TABLE at X= -4, Y= 68, Z= -274
[2023-07-21 21:46:56] [world] The Player <wqe123420> has placed SMITHING_TABLE at X= -28, Y= 64, Z= -284
[2023-07-21 21:53:26] [world_nether] The Player <wqe123420> has placed COBBLESTONE at X= 17, Y= 16, Z= -398
[2023-07-21 21:53:57] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -469
[2023-07-21 21:54:00] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -467
[2023-07-21 21:54:01] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -465
[2023-07-21 21:54:02] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -463
[2023-07-21 21:54:02] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -461
[2023-07-21 21:54:03] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -459
[2023-07-21 21:54:03] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -457
[2023-07-21 21:54:04] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -455
[2023-07-21 21:54:05] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -453
[2023-07-21 21:54:05] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -451
[2023-07-21 21:54:06] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -449
[2023-07-21 21:54:07] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -447
[2023-07-21 21:54:07] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -445
[2023-07-21 21:54:08] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -443
[2023-07-21 21:54:09] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -441
[2023-07-21 21:54:09] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -439
[2023-07-21 21:54:10] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -437
[2023-07-21 21:54:11] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -435
[2023-07-21 21:54:11] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -433
[2023-07-21 21:54:12] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -431
[2023-07-21 21:54:12] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -429
[2023-07-21 21:54:13] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -427
[2023-07-21 21:54:14] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -425
[2023-07-21 21:54:14] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -423
[2023-07-21 21:54:15] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -421
[2023-07-21 21:54:16] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -419
[2023-07-21 21:54:16] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -417
[2023-07-21 21:54:17] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -415
[2023-07-21 21:54:17] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -413
[2023-07-21 21:54:18] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -411
[2023-07-21 21:54:19] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -409
[2023-07-21 21:54:20] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -407
[2023-07-21 21:54:20] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -405
[2023-07-21 21:54:21] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -403
[2023-07-21 21:54:21] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -401
[2023-07-21 21:54:22] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -399
[2023-07-21 21:54:23] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -397
[2023-07-21 21:54:23] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -395
[2023-07-21 21:54:24] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -393
[2023-07-21 21:54:24] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -391
[2023-07-21 21:54:25] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -389
[2023-07-21 21:54:26] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -387
[2023-07-21 21:54:26] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -385
[2023-07-21 21:54:27] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -383
[2023-07-21 21:54:28] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -381
[2023-07-21 21:54:28] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -379
[2023-07-21 21:54:29] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -377
[2023-07-21 21:54:29] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -375
[2023-07-21 21:54:30] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -373
[2023-07-21 21:54:31] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -371
[2023-07-21 21:54:31] [world_nether] The Player <wqe123420> has placed TNT at X= 16, Y= 15, Z= -369
