[2023-07-11 08:39:14] [world] The Player <Funget114514> has placed SAND at X= -27, Y= 62, Z= -288
[2023-07-11 11:17:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 74, Z= -316
[2023-07-11 11:17:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 75, Z= -316
[2023-07-11 11:17:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 76, Z= -316
[2023-07-11 11:17:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 77, Z= -316
[2023-07-11 11:17:52] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 78, Z= -316
[2023-07-11 11:17:52] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 79, Z= -316
[2023-07-11 11:17:55] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 67, Z= -316
[2023-07-11 11:17:55] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 68, Z= -316
[2023-07-11 11:18:08] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 69, Z= -316
[2023-07-11 11:18:08] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 70, Z= -316
[2023-07-11 11:18:08] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 71, Z= -316
[2023-07-11 11:18:09] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 72, Z= -316
[2023-07-11 11:18:09] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 73, Z= -316
[2023-07-11 11:18:09] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 74, Z= -316
[2023-07-11 11:18:09] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 75, Z= -316
[2023-07-11 11:18:09] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 76, Z= -316
[2023-07-11 11:18:10] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 77, Z= -316
[2023-07-11 11:18:11] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 78, Z= -316
[2023-07-11 11:18:12] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 9, Y= 79, Z= -316
[2023-07-11 11:18:14] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 67, Z= -316
[2023-07-11 11:18:14] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 68, Z= -316
[2023-07-11 11:18:14] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 69, Z= -316
[2023-07-11 11:18:15] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 70, Z= -316
[2023-07-11 11:18:15] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 71, Z= -316
[2023-07-11 11:18:15] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 72, Z= -316
[2023-07-11 11:18:15] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 73, Z= -316
[2023-07-11 11:18:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 74, Z= -316
[2023-07-11 11:18:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 75, Z= -316
[2023-07-11 11:18:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 76, Z= -316
[2023-07-11 11:18:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 77, Z= -316
[2023-07-11 11:18:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 78, Z= -316
[2023-07-11 11:18:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 79, Z= -316
[2023-07-11 11:18:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 67, Z= -319
[2023-07-11 11:18:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 68, Z= -319
[2023-07-11 11:18:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 69, Z= -319
[2023-07-11 11:18:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 70, Z= -319
[2023-07-11 11:18:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 71, Z= -319
[2023-07-11 11:18:52] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 72, Z= -319
[2023-07-11 11:18:52] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 73, Z= -319
[2023-07-11 11:18:53] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 74, Z= -319
[2023-07-11 11:18:53] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 75, Z= -319
[2023-07-11 11:19:12] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 76, Z= -319
[2023-07-11 11:19:12] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 77, Z= -319
[2023-07-11 11:19:13] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 78, Z= -319
[2023-07-11 11:19:13] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 79, Z= -319
[2023-07-11 11:19:15] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 67, Z= -320
[2023-07-11 11:19:15] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 68, Z= -320
[2023-07-11 11:19:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 69, Z= -320
[2023-07-11 11:19:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 70, Z= -320
[2023-07-11 11:19:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 71, Z= -320
[2023-07-11 11:19:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 72, Z= -320
[2023-07-11 11:19:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 73, Z= -320
[2023-07-11 11:19:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 74, Z= -320
[2023-07-11 11:19:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 75, Z= -320
[2023-07-11 11:19:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 76, Z= -320
[2023-07-11 11:19:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 77, Z= -320
[2023-07-11 11:19:18] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 78, Z= -320
[2023-07-11 11:19:18] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 79, Z= -320
[2023-07-11 11:19:20] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 67, Z= -318
[2023-07-11 11:19:20] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 68, Z= -318
[2023-07-11 11:19:21] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 67, Z= -317
[2023-07-11 11:19:21] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 69, Z= -318
[2023-07-11 11:19:21] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 70, Z= -318
[2023-07-11 11:19:21] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 71, Z= -318
[2023-07-11 11:19:24] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 67, Z= -317
[2023-07-11 11:19:24] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 68, Z= -317
[2023-07-11 11:19:24] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 69, Z= -317
[2023-07-11 11:19:24] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 70, Z= -317
[2023-07-11 11:19:25] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 71, Z= -317
[2023-07-11 11:19:25] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 72, Z= -317
[2023-07-11 11:19:25] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 73, Z= -317
[2023-07-11 11:19:25] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 74, Z= -317
[2023-07-11 11:19:25] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 75, Z= -317
[2023-07-11 11:19:26] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 76, Z= -317
[2023-07-11 11:19:26] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 77, Z= -317
[2023-07-11 11:19:26] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 78, Z= -317
[2023-07-11 11:19:26] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 79, Z= -317
[2023-07-11 11:19:28] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 72, Z= -318
[2023-07-11 11:19:28] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 73, Z= -318
[2023-07-11 11:19:29] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 74, Z= -318
[2023-07-11 11:19:29] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 75, Z= -318
[2023-07-11 11:19:29] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 76, Z= -318
[2023-07-11 11:19:29] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 77, Z= -318
[2023-07-11 11:19:29] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 78, Z= -318
[2023-07-11 11:19:31] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 79, Z= -318
[2023-07-11 11:21:43] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 67, Z= -323
[2023-07-11 11:21:43] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 68, Z= -323
[2023-07-11 11:21:44] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 69, Z= -323
[2023-07-11 11:21:44] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 70, Z= -323
[2023-07-11 11:21:44] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 71, Z= -323
[2023-07-11 11:21:44] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 72, Z= -323
[2023-07-11 11:21:44] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 73, Z= -323
[2023-07-11 11:21:45] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 74, Z= -323
[2023-07-11 11:21:45] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 75, Z= -323
[2023-07-11 11:21:45] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 76, Z= -323
[2023-07-11 11:21:45] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 77, Z= -323
[2023-07-11 11:21:45] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 78, Z= -323
[2023-07-11 11:21:46] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 79, Z= -323
[2023-07-11 11:21:49] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 67, Z= -322
[2023-07-11 11:21:49] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 68, Z= -322
[2023-07-11 11:21:49] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 69, Z= -322
[2023-07-11 11:21:49] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 70, Z= -322
[2023-07-11 11:21:50] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 71, Z= -322
[2023-07-11 11:21:50] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 72, Z= -322
[2023-07-11 11:21:50] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 73, Z= -322
[2023-07-11 11:21:50] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 74, Z= -322
[2023-07-11 11:21:50] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 75, Z= -322
[2023-07-11 11:21:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 76, Z= -322
[2023-07-11 11:21:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 77, Z= -322
[2023-07-11 11:21:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 78, Z= -322
[2023-07-11 11:21:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 79, Z= -322
[2023-07-11 11:21:51] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 5, Y= 80, Z= -322
[2023-07-11 11:22:14] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 67, Z= -321
[2023-07-11 11:22:14] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 68, Z= -321
[2023-07-11 11:22:14] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 69, Z= -321
[2023-07-11 11:22:14] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 70, Z= -321
[2023-07-11 11:22:15] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 71, Z= -321
[2023-07-11 11:22:15] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 72, Z= -321
[2023-07-11 11:22:15] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 73, Z= -321
[2023-07-11 11:22:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 74, Z= -321
[2023-07-11 11:22:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 75, Z= -321
[2023-07-11 11:22:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 76, Z= -321
[2023-07-11 11:22:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 77, Z= -321
[2023-07-11 11:22:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 78, Z= -321
[2023-07-11 11:22:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 6, Y= 79, Z= -321
[2023-07-11 11:22:37] [world] The Player <Enderlava> has placed END_STONE at X= 6, Y= 79, Z= -321
[2023-07-11 11:22:53] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 67, Z= -322
[2023-07-11 11:22:53] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 68, Z= -322
[2023-07-11 11:22:53] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 69, Z= -322
[2023-07-11 11:22:54] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 70, Z= -322
[2023-07-11 11:22:54] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 71, Z= -322
[2023-07-11 11:22:54] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 72, Z= -322
[2023-07-11 11:22:54] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 73, Z= -322
[2023-07-11 11:22:55] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 74, Z= -322
[2023-07-11 11:22:55] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 75, Z= -322
[2023-07-11 11:22:55] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 76, Z= -322
[2023-07-11 11:22:55] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 77, Z= -322
[2023-07-11 11:22:55] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 78, Z= -322
[2023-07-11 11:22:56] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 7, Y= 79, Z= -322
[2023-07-11 11:22:58] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 67, Z= -323
[2023-07-11 11:22:58] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 68, Z= -323
[2023-07-11 11:22:58] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 69, Z= -323
[2023-07-11 11:22:58] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 70, Z= -323
[2023-07-11 11:22:59] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 71, Z= -323
[2023-07-11 11:22:59] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 72, Z= -323
[2023-07-11 11:22:59] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 73, Z= -323
[2023-07-11 11:22:59] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 74, Z= -323
[2023-07-11 11:22:59] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 75, Z= -323
[2023-07-11 11:23:00] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 76, Z= -323
[2023-07-11 11:23:00] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 77, Z= -323
[2023-07-11 11:23:00] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 78, Z= -323
[2023-07-11 11:23:00] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 79, Z= -323
[2023-07-11 11:23:02] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 67, Z= -323
[2023-07-11 11:23:02] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 68, Z= -323
[2023-07-11 11:23:02] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 69, Z= -323
[2023-07-11 11:23:03] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 70, Z= -323
[2023-07-11 11:23:03] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 71, Z= -323
[2023-07-11 11:23:03] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 72, Z= -323
[2023-07-11 11:23:03] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 73, Z= -323
[2023-07-11 11:23:03] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 74, Z= -323
[2023-07-11 11:23:04] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 75, Z= -323
[2023-07-11 11:23:04] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 76, Z= -323
[2023-07-11 11:23:04] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 77, Z= -323
[2023-07-11 11:23:04] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 78, Z= -323
[2023-07-11 11:23:04] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 79, Z= -323
[2023-07-11 11:23:07] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 67, Z= -322
[2023-07-11 11:23:07] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 68, Z= -322
[2023-07-11 11:23:08] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 69, Z= -322
[2023-07-11 11:23:11] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 70, Z= -322
[2023-07-11 11:23:12] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 71, Z= -322
[2023-07-11 11:23:12] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 72, Z= -322
[2023-07-11 11:23:12] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 73, Z= -322
[2023-07-11 11:23:12] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 74, Z= -322
[2023-07-11 11:23:12] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 75, Z= -322
[2023-07-11 11:23:13] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 76, Z= -322
[2023-07-11 11:23:13] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 77, Z= -322
[2023-07-11 11:23:13] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 78, Z= -322
[2023-07-11 11:23:15] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 67, Z= -321
[2023-07-11 11:23:15] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 68, Z= -321
[2023-07-11 11:23:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 69, Z= -321
[2023-07-11 11:23:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 70, Z= -321
[2023-07-11 11:23:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 71, Z= -321
[2023-07-11 11:23:16] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 72, Z= -321
[2023-07-11 11:23:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 73, Z= -321
[2023-07-11 11:23:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 74, Z= -321
[2023-07-11 11:23:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 75, Z= -321
[2023-07-11 11:23:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 76, Z= -321
[2023-07-11 11:23:17] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 77, Z= -321
[2023-07-11 11:23:18] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 78, Z= -321
[2023-07-11 11:23:18] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 79, Z= -321
[2023-07-11 11:23:20] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 67, Z= -319
[2023-07-11 11:23:20] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 68, Z= -319
[2023-07-11 11:23:20] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 69, Z= -319
[2023-07-11 11:23:20] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 70, Z= -319
[2023-07-11 11:23:20] [world] The Player <Funget114514> has placed WALL_TORCH at X= -13, Y= 67, Z= -274
[2023-07-11 11:23:21] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 71, Z= -319
[2023-07-11 11:23:21] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 72, Z= -319
[2023-07-11 11:23:21] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 73, Z= -319
[2023-07-11 11:23:21] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 74, Z= -319
[2023-07-11 11:23:21] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 75, Z= -319
[2023-07-11 11:23:22] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 76, Z= -319
[2023-07-11 11:23:22] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 77, Z= -319
[2023-07-11 11:23:22] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 12, Y= 78, Z= -319
[2023-07-11 11:23:23] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 67, Z= -318
[2023-07-11 11:23:24] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 68, Z= -318
[2023-07-11 11:23:24] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 69, Z= -318
[2023-07-11 11:23:24] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 70, Z= -318
[2023-07-11 11:23:24] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 71, Z= -318
[2023-07-11 11:23:24] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 72, Z= -318
[2023-07-11 11:23:25] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 73, Z= -318
[2023-07-11 11:23:25] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 74, Z= -318
[2023-07-11 11:23:25] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 75, Z= -318
[2023-07-11 11:23:25] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 76, Z= -318
[2023-07-11 11:23:25] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 77, Z= -318
[2023-07-11 11:23:26] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 11, Y= 78, Z= -318
[2023-07-11 11:23:38] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 67, Z= -317
[2023-07-11 11:23:39] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 68, Z= -317
[2023-07-11 11:23:39] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 69, Z= -317
[2023-07-11 11:23:39] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 70, Z= -317
[2023-07-11 11:23:40] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 71, Z= -317
[2023-07-11 11:23:40] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 72, Z= -317
[2023-07-11 11:23:40] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 73, Z= -317
[2023-07-11 11:23:40] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 74, Z= -317
[2023-07-11 11:23:41] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 75, Z= -317
[2023-07-11 11:23:41] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 76, Z= -317
[2023-07-11 11:23:41] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 77, Z= -317
[2023-07-11 11:23:41] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 78, Z= -317
[2023-07-11 11:23:41] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 10, Y= 79, Z= -317
[2023-07-11 11:23:43] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 67, Z= -317
[2023-07-11 11:23:43] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 68, Z= -317
[2023-07-11 11:23:44] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 69, Z= -317
[2023-07-11 11:23:44] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 70, Z= -317
[2023-07-11 11:23:53] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 71, Z= -317
[2023-07-11 11:23:53] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 72, Z= -317
[2023-07-11 11:23:54] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 73, Z= -317
[2023-07-11 11:23:54] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 74, Z= -317
[2023-07-11 11:23:54] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 75, Z= -317
[2023-07-11 11:23:54] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 76, Z= -317
[2023-07-11 11:23:54] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 77, Z= -317
[2023-07-11 11:23:56] [world] The Player <Enderlava> has placed SMOOTH_STONE at X= 8, Y= 78, Z= -317
