[2023-07-07 08:29:17] [world] The Player <Funget114514> has picked 3 of STICK at X= -28, Y= 63, Z= -288 | 
[2023-07-07 09:55:41] [world] The Player <wqe123420> has picked 1 of DARK_OAK_SLAB at X= -500, Y= 63, Z= -478 | 
[2023-07-07 09:56:08] [world] The Player <Xw114> has picked 2 of DIRT at X= -177, Y= 65, Z= -197 | 
[2023-07-07 09:56:13] [world] The Player <wegwe> has picked 1 of BOW at X= -175, Y= 63, Z= -199 | 
[2023-07-07 09:56:13] [world] The Player <wegwe> has picked 2 of ARROW at X= -176, Y= 63, Z= -199 | 
[2023-07-07 09:56:13] [world] The Player <wegwe> has picked 1 of RAIL at X= -175, Y= 62, Z= -200 | 
[2023-07-07 09:56:19] [world] The Player <Enderlava> has picked 3 of BONE at X= -179, Y= 64, Z= -199 | 
[2023-07-07 09:56:23] [world] The Player <Xw114> has picked 3 of BONE at X= -174, Y= 62, Z= -200 | 
[2023-07-07 09:56:35] [world] The Player <Enderlava> has picked 2 of ROTTEN_FLESH at X= -175, Y= 62, Z= -201 | 
[2023-07-07 09:56:38] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -178, Y= 64, Z= -198 | 
[2023-07-07 09:56:43] [world] The Player <wegwe> has picked 5 of ROTTEN_FLESH at X= -183, Y= 64, Z= -194 | 
[2023-07-07 09:56:46] [world] The Player <Xw114> has picked 1 of STRING at X= -177, Y= 65, Z= -200 | 
[2023-07-07 09:56:55] [world] The Player <wegwe> has picked 1 of DIRT at X= -194, Y= 64, Z= -169 | 
[2023-07-07 09:56:59] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -201, Y= 62, Z= -167 | 
[2023-07-07 09:56:59] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -202, Y= 62, Z= -166 | 
[2023-07-07 09:57:00] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -201, Y= 61, Z= -167 | 
[2023-07-07 09:57:00] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -202, Y= 61, Z= -166 | 
[2023-07-07 09:57:01] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -202, Y= 61, Z= -166 | 
[2023-07-07 09:57:03] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -203, Y= 61, Z= -167 | 
[2023-07-07 09:57:03] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -203, Y= 61, Z= -166 | 
[2023-07-07 09:57:03] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -203, Y= 62, Z= -167 | 
[2023-07-07 09:57:05] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -202, Y= 60, Z= -166 | 
[2023-07-07 09:57:05] [world] The Player <wegwe> has picked 6 of COBBLESTONE at X= -202, Y= 60, Z= -167 | 
[2023-07-07 09:57:06] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -202, Y= 60, Z= -167 | 
[2023-07-07 09:57:08] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -203, Y= 59, Z= -165 | 
[2023-07-07 09:57:10] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -202, Y= 59, Z= -164 | 
[2023-07-07 09:57:10] [world] The Player <Funget114514> has picked 1 of SPRUCE_BOAT at X= -148, Y= 56, Z= -366 | 
[2023-07-07 09:57:12] [world] The Player <wegwe> has picked 12 of COBBLESTONE at X= -202, Y= 59, Z= -164 | 
[2023-07-07 09:57:12] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -202, Y= 59, Z= -163 | 
[2023-07-07 09:57:12] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -202, Y= 58, Z= -163 | 
[2023-07-07 09:57:13] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -204, Y= 59, Z= -163 | 
[2023-07-07 09:57:13] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -203, Y= 58, Z= -163 | 
[2023-07-07 09:57:14] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -204, Y= 58, Z= -163 | 
[2023-07-07 09:57:14] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -204, Y= 58, Z= -163 | 
[2023-07-07 09:57:15] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -204, Y= 58, Z= -164 | 
[2023-07-07 09:57:16] [world] The Player <wegwe> has picked 2 of COBBLESTONE at X= -204, Y= 59, Z= -165 | 
[2023-07-07 09:58:23] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -89, Y= 71, Z= -223 | 
[2023-07-07 09:58:24] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -92, Y= 71, Z= -222 | 
[2023-07-07 09:58:24] [world] The Player <Xw114> has picked 1 of COBBLESTONE at X= -85, Y= 72, Z= -225 | 
[2023-07-07 09:58:29] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -95, Y= 71, Z= -221 | 
[2023-07-07 09:58:40] [world_the_end] The Player <wqe123420> has picked 16 of ENDER_PEARL at X= -17, Y= 1, Z= -280 | 
[2023-07-07 09:58:40] [world_the_end] The Player <wqe123420> has picked 16 of ENDER_PEARL at X= -17, Y= 1, Z= -280 | 
[2023-07-07 09:58:40] [world_the_end] The Player <wqe123420> has picked 16 of ENDER_PEARL at X= -17, Y= 1, Z= -280 | 
[2023-07-07 09:58:40] [world_the_end] The Player <wqe123420> has picked 16 of ENDER_PEARL at X= -17, Y= 1, Z= -280 | 
[2023-07-07 09:58:40] [world_the_end] The Player <wqe123420> has picked 16 of ENDER_PEARL at X= -17, Y= 1, Z= -279 | 
[2023-07-07 09:58:40] [world_the_end] The Player <wqe123420> has picked 16 of ENDER_PEARL at X= -17, Y= 0, Z= -279 | 
[2023-07-07 09:58:40] [world_the_end] The Player <wqe123420> has picked 16 of ENDER_PEARL at X= -18, Y= 1, Z= -279 | 
[2023-07-07 09:58:40] [world_the_end] The Player <wqe123420> has picked 16 of ENDER_PEARL at X= -17, Y= 0, Z= -279 | 
[2023-07-07 09:58:42] [world_the_end] The Player <wqe123420> has picked 1 of RABBIT at X= -14, Y= 1, Z= -279 | ¡ì6Flame Organ
[2023-07-07 09:59:18] [world_nether] The Player <Funget114514> has picked 1 of SPRUCE_BOAT at X= 165, Y= 128, Z= 102 | 
[2023-07-07 09:59:44] [world_nether] The Player <Funget114514> has picked 1 of NETHERITE_SWORD at X= 170, Y= 129, Z= 121 | 
[2023-07-07 10:00:57] [world_nether] The Player <wegwe> has picked 1 of COOKED_CHICKEN at X= 165, Y= 128, Z= -20 | 
[2023-07-07 10:00:57] [world_nether] The Player <wegwe> has picked 1 of OAK_BOAT at X= 164, Y= 129, Z= -22 | 
[2023-07-07 10:01:10] [world] The Player <Funget114514> has picked 1 of SHULKER_BOX at X= -28, Y= 63, Z= -288 | 
[2023-07-07 10:01:22] [world_nether] The Player <wegwe> has picked 2 of COBBLESTONE at X= 165, Y= 130, Z= -24 | 
[2023-07-07 10:01:49] [world_nether] The Player <Xw114> has picked 1 of RED_MUSHROOM at X= 163, Y= 128, Z= 14 | 
[2023-07-07 10:01:59] [em_adventurers_guild] The Player <Funget114514> has picked 1 of ELYTRA at X= 279, Y= 82, Z= 262 | ¡ìb³¬¼¶Ò¹Ó¥»¤·û
[2023-07-07 10:02:02] [em_adventurers_guild] The Player <Funget114514> has picked 1 of ELYTRA at X= 280, Y= 81, Z= 262 | ¡ìb³¬¼¶Ò¹Ó¥»¤·û
[2023-07-07 10:02:08] [world_nether] The Player <Enderlava> has picked 1 of OAK_BOAT at X= 162, Y= 128, Z= 21 | 
[2023-07-07 10:02:13] [em_adventurers_guild] The Player <Funget114514> has picked 1 of NETHERITE_HELMET at X= 278, Y= 82, Z= 262 | ¡ì8¾øÍûµÄÀíÖÇÍ·¿ø
[2023-07-07 10:02:36] [world_nether] The Player <wegwe> has picked 1 of OAK_BOAT at X= 164, Y= 128, Z= 105 | 
[2023-07-07 10:03:34] [world_the_end] The Player <wqe123420> has picked 1 of DARK_OAK_SLAB at X= 104, Y= 0, Z= 5 | 
[2023-07-07 10:03:59] [world_the_end] The Player <wqe123420> has picked 4 of ENDER_PEARL at X= 316, Y= 1, Z= 5 | 
[2023-07-07 10:04:04] [world_the_end] The Player <wqe123420> has picked 1 of ENDER_PEARL at X= 315, Y= 1, Z= 4 | 
[2023-07-07 10:04:04] [world] The Player <Funget114514> has picked 1 of GOLDEN_CHESTPLATE at X= -23, Y= 63, Z= -287 | 
[2023-07-07 10:05:01] [world_the_end] The Player <wegwe> has picked 3 of ENDER_PEARL at X= 331, Y= 1, Z= 8 | 
[2023-07-07 10:05:02] [world_the_end] The Player <wegwe> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:05:04] [world_the_end] The Player <wegwe> has picked 3 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:05:05] [world_the_end] The Player <wegwe> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:05:08] [world_the_end] The Player <wegwe> has picked 14 of ENDER_PEARL at X= 331, Y= 1, Z= 8 | 
[2023-07-07 10:05:10] [world_the_end] The Player <wegwe> has picked 3 of ENDER_PEARL at X= 331, Y= 1, Z= 6 | 
[2023-07-07 10:05:43] [world_the_end] The Player <wqe123420> has picked 2 of ENDER_PEARL at X= 359, Y= 1, Z= 13 | 
[2023-07-07 10:05:44] [world_the_end] The Player <wqe123420> has picked 3 of ENDER_PEARL at X= 356, Y= 0, Z= 16 | 
[2023-07-07 10:05:54] [world_the_end] The Player <wegwe> has picked 16 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:06:00] [world_the_end] The Player <wqe123420> has picked 1 of ENDER_PEARL at X= 326, Y= 1, Z= 6 | 
[2023-07-07 10:06:04] [world_the_end] The Player <wegwe> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 8 | 
[2023-07-07 10:06:21] [world_the_end] The Player <wqe123420> has picked 2 of ENDER_PEARL at X= 326, Y= 0, Z= 7 | 
[2023-07-07 10:06:46] [world] The Player <Funget114514> has picked 1 of SHULKER_BOX at X= -28, Y= 63, Z= -288 | 
[2023-07-07 10:06:51] [world_the_end] The Player <Enderlava> has picked 16 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:06:59] [world_the_end] The Player <Enderlava> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:07:02] [world_the_end] The Player <Enderlava> has picked 13 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:07:03] [world_the_end] The Player <Enderlava> has picked 2 of ENDER_PEARL at X= 331, Y= 1, Z= 8 | 
[2023-07-07 10:07:05] [world_the_end] The Player <Enderlava> has picked 5 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:08:12] [world_the_end] The Player <Xw114> has picked 16 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:08:12] [world_the_end] The Player <Xw114> has picked 16 of ENDER_PEARL at X= 331, Y= 1, Z= 8 | 
[2023-07-07 10:08:15] [world_the_end] The Player <Xw114> has picked 1 of ENDER_PEARL at X= 331, Y= 0, Z= 7 | 
[2023-07-07 10:08:18] [world_the_end] The Player <Xw114> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:08:18] [world_the_end] The Player <Xw114> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:08:20] [world_the_end] The Player <Xw114> has picked 2 of ENDER_PEARL at X= 331, Y= 1, Z= 6 | 
[2023-07-07 10:08:21] [world_the_end] The Player <Xw114> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 8 | 
[2023-07-07 10:08:26] [world_the_end] The Player <Xw114> has picked 2 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:08:26] [world_the_end] The Player <Xw114> has picked 2 of ENDER_PEARL at X= 331, Y= 1, Z= 6 | 
[2023-07-07 10:08:33] [world_the_end] The Player <Xw114> has picked 13 of ENDER_PEARL at X= 331, Y= 1, Z= 6 | 
[2023-07-07 10:08:34] [world_the_end] The Player <Xw114> has picked 3 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:08:39] [world_the_end] The Player <Xw114> has picked 2 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:08:39] [world_the_end] The Player <Xw114> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:08:40] [world_the_end] The Player <Xw114> has picked 2 of ENDER_PEARL at X= 331, Y= 0, Z= 6 | 
[2023-07-07 10:08:43] [world_the_end] The Player <Xw114> has picked 2 of ENDER_PEARL at X= 331, Y= 1, Z= 6 | 
[2023-07-07 10:08:45] [world_the_end] The Player <Xw114> has picked 1 of ENDER_PEARL at X= 331, Y= 0, Z= 7 | 
[2023-07-07 10:08:47] [world_the_end] The Player <Xw114> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:08:51] [world_the_end] The Player <Xw114> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:08:51] [world_the_end] The Player <Xw114> has picked 16 of ENDER_PEARL at X= 331, Y= 1, Z= 8 | 
[2023-07-07 10:08:52] [world_the_end] The Player <Xw114> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 6 | 
[2023-07-07 10:08:53] [world_the_end] The Player <Xw114> has picked 1 of ENDER_PEARL at X= 331, Y= 0, Z= 7 | 
[2023-07-07 10:08:55] [world_the_end] The Player <Xw114> has picked 2 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:08:55] [world_the_end] The Player <Xw114> has picked 3 of ENDER_PEARL at X= 331, Y= 1, Z= 6 | 
[2023-07-07 10:09:00] [world_the_end] The Player <Xw114> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:09:02] [world_the_end] The Player <Xw114> has picked 2 of ENDER_PEARL at X= 331, Y= 1, Z= 6 | 
[2023-07-07 10:09:02] [world_the_end] The Player <Xw114> has picked 2 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:09:04] [world_the_end] The Player <Xw114> has picked 16 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:09:04] [world_the_end] The Player <Xw114> has picked 7 of ENDER_PEARL at X= 331, Y= 1, Z= 8 | 
[2023-07-07 10:09:06] [world_the_end] The Player <Xw114> has picked 1 of ENDER_PEARL at X= 331, Y= 0, Z= 7 | 
[2023-07-07 10:09:08] [world_the_end] The Player <Xw114> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:09:12] [world_the_end] The Player <Xw114> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 8 | 
[2023-07-07 10:09:13] [world_the_end] The Player <Xw114> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 6 | 
[2023-07-07 10:09:57] [world_the_end] The Player <wqe123420> has picked 2 of ENDER_PEARL at X= -17, Y= 0, Z= -279 | 
[2023-07-07 10:10:01] [world_the_end] The Player <wqe123420> has picked 3 of ENDER_PEARL at X= -15, Y= 0, Z= -279 | 
[2023-07-07 10:10:06] [world_the_end] The Player <Xw114> has picked 4 of ENDER_PEARL at X= -17, Y= 1, Z= -280 | 
[2023-07-07 10:10:26] [world_the_end] The Player <Funget114514> has picked 11 of ENDER_PEARL at X= -14, Y= 1, Z= -277 | 
[2023-07-07 10:10:33] [world_the_end] The Player <Funget114514> has picked 16 of ENDER_PEARL at X= -14, Y= 1, Z= -278 | 
[2023-07-07 10:10:33] [world_the_end] The Player <Funget114514> has picked 1 of ENDER_PEARL at X= -14, Y= 0, Z= -278 | 
[2023-07-07 10:10:35] [world_the_end] The Player <Funget114514> has picked 13 of ENDER_PEARL at X= -14, Y= 0, Z= -278 | 
[2023-07-07 10:10:38] [world_the_end] The Player <wqe123420> has picked 3 of ENDER_PEARL at X= -16, Y= 1, Z= -280 | 
[2023-07-07 10:10:39] [world_the_end] The Player <Funget114514> has picked 1 of PAPER at X= -15, Y= 1, Z= -279 | ¡ì6»½ÉÌ¾íÖá
[2023-07-07 10:10:43] [world_the_end] The Player <Funget114514> has picked 2 of ENDER_PEARL at X= -14, Y= 1, Z= -278 | 
[2023-07-07 10:10:43] [world_the_end] The Player <Funget114514> has picked 3 of ENDER_PEARL at X= -15, Y= 1, Z= -279 | 
[2023-07-07 10:10:45] [world_the_end] The Player <Funget114514> has picked 15 of ENDER_PEARL at X= -14, Y= 0, Z= -278 | 
[2023-07-07 10:10:45] [world_the_end] The Player <wqe123420> has picked 4 of ENDER_PEARL at X= -16, Y= 1, Z= -279 | 
[2023-07-07 10:10:45] [world_the_end] The Player <wqe123420> has picked 4 of ENDER_PEARL at X= -17, Y= 1, Z= -280 | 
[2023-07-07 10:10:45] [world_the_end] The Player <wqe123420> has picked 1 of ENDER_PEARL at X= -16, Y= 0, Z= -279 | 
[2023-07-07 10:10:45] [world_the_end] The Player <wqe123420> has picked 1 of ENDER_PEARL at X= -16, Y= 0, Z= -279 | 
[2023-07-07 10:10:45] [world_the_end] The Player <wegwe> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 8 | 
[2023-07-07 10:10:45] [world_the_end] The Player <wqe123420> has picked 1 of ENDER_PEARL at X= -16, Y= 1, Z= -278 | 
[2023-07-07 10:10:48] [world_the_end] The Player <wegwe> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 8 | 
[2023-07-07 10:10:49] [world_the_end] The Player <wegwe> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:10:50] [world_the_end] The Player <wegwe> has picked 15 of ENDER_PEARL at X= 331, Y= 1, Z= 6 | 
[2023-07-07 10:10:50] [world_the_end] The Player <wegwe> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 8 | 
[2023-07-07 10:11:02] [world_the_end] The Player <wegwe> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 7 | 
[2023-07-07 10:11:03] [world_the_end] The Player <Funget114514> has picked 1 of ENDER_PEARL at X= -18, Y= 1, Z= -279 | 
[2023-07-07 10:11:04] [world_the_end] The Player <Funget114514> has picked 4 of ENDER_PEARL at X= -15, Y= 1, Z= -280 | 
[2023-07-07 10:11:13] [world_the_end] The Player <wegwe> has picked 1 of ENDER_PEARL at X= 331, Y= 1, Z= 8 | 
[2023-07-07 10:12:34] [world_the_end] The Player <Funget114514> has picked 4 of ENDER_PEARL at X= -18, Y= 1, Z= -276 | 
[2023-07-07 10:12:34] [world_the_end] The Player <Funget114514> has picked 12 of ENDER_PEARL at X= -16, Y= 1, Z= -276 | 
[2023-07-07 10:13:03] [world_the_end] The Player <Funget114514> has picked 16 of ENDER_PEARL at X= -15, Y= 1, Z= -280 | 
[2023-07-07 10:13:07] [world_the_end] The Player <Funget114514> has picked 13 of ENDER_PEARL at X= -16, Y= 1, Z= -280 | 
[2023-07-07 10:14:24] [world] The Player <wegwe> has picked 1 of ENCHANTED_BOOK at X= 11, Y= 66, Z= -274 | ¡ì4ÕÜÀíÂ×±¦µä
[2023-07-07 10:14:46] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 9, Y= 62, Z= -271 | 
[2023-07-07 10:15:24] [world] The Player <wegwe> has picked 1 of COAL at X= 39, Y= 62, Z= -259 | 
[2023-07-07 10:15:26] [world] The Player <wegwe> has picked 1 of COAL at X= 39, Y= 62, Z= -259 | 
[2023-07-07 10:15:28] [world] The Player <wegwe> has picked 1 of COAL at X= 39, Y= 61, Z= -258 | 
[2023-07-07 10:15:29] [world] The Player <wegwe> has picked 1 of COAL at X= 39, Y= 61, Z= -259 | 
[2023-07-07 10:15:30] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= 39, Y= 62, Z= -260 | 
[2023-07-07 10:15:41] [world] The Player <wegwe> has picked 1 of OAK_LOG at X= 38, Y= 63, Z= -290 | 
[2023-07-07 10:15:54] [world] The Player <wegwe> has picked 1 of OAK_LOG at X= 38, Y= 65, Z= -289 | 
[2023-07-07 10:15:54] [world] The Player <wegwe> has picked 1 of TORCH at X= 38, Y= 65, Z= -291 | 
[2023-07-07 10:15:59] [world_the_end] The Player <Funget114514> has picked 16 of ENDER_PEARL at X= -17, Y= 1, Z= -277 | 
[2023-07-07 10:15:59] [world_the_end] The Player <Funget114514> has picked 16 of ENDER_PEARL at X= -17, Y= 1, Z= -277 | 
[2023-07-07 10:16:03] [world_the_end] The Player <Funget114514> has picked 8 of ENDER_PEARL at X= -17, Y= 1, Z= -277 | 
[2023-07-07 10:16:30] [world] The Player <Enderlava> has picked 2 of SUGAR_CANE at X= 38, Y= 63, Z= -282 | 
[2023-07-07 10:16:49] [world] The Player <wegwe> has picked 4 of ANCIENT_DEBRIS at X= 54, Y= 63, Z= -287 | 
[2023-07-07 10:16:54] [world_the_end] The Player <Funget114514> has picked 1 of REDSTONE at X= -16, Y= 5, Z= -274 | 
[2023-07-07 10:16:59] [world_the_end] The Player <Funget114514> has picked 2 of WHITE_CARPET at X= -15, Y= 5, Z= -276 | 
[2023-07-07 10:17:01] [world] The Player <wegwe> has picked 1 of CRAFTING_TABLE at X= 36, Y= 63, Z= -291 | 
[2023-07-07 10:18:14] [world] The Player <wegwe> has picked 1 of NETHERITE_LEGGINGS at X= -16, Y= 75, Z= -216 | 
[2023-07-07 10:18:38] [world] The Player <Xw114> has picked 2 of ROTTEN_FLESH at X= -30, Y= 14, Z= -230 | 
[2023-07-07 10:18:38] [world] The Player <wqe123420> has picked 1 of FLINT at X= -21, Y= 52, Z= -309 | 
[2023-07-07 10:18:58] [world] The Player <Enderlava> has picked 1 of SHULKER_BOX at X= -29, Y= 65, Z= -287 | 
[2023-07-07 10:19:00] [world] The Player <Enderlava> has picked 5 of SPRUCE_SIGN at X= -28, Y= 63, Z= -288 | 
[2023-07-07 10:19:19] [world] The Player <Funget114514> has picked 5 of SPRUCE_SIGN at X= -28, Y= 63, Z= -288 | 
[2023-07-07 10:19:27] [world] The Player <Enderlava> has picked 1 of SHULKER_BOX at X= -26, Y= 62, Z= -286 | 
[2023-07-07 10:19:34] [world] The Player <Xw114> has picked 1 of CROSSBOW at X= 3, Y= 57, Z= -229 | 
[2023-07-07 10:19:44] [world] The Player <Xw114> has picked 1 of CROSSBOW at X= 6, Y= 60, Z= -224 | 
[2023-07-07 10:19:51] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= -7, Y= 64, Z= -292 | 
[2023-07-07 10:19:51] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= -7, Y= 64, Z= -292 | 
[2023-07-07 10:19:51] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= -7, Y= 65, Z= -292 | 
[2023-07-07 10:19:52] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= -3, Y= 64, Z= -292 | 
[2023-07-07 10:19:52] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= -3, Y= 65, Z= -291 | 
[2023-07-07 10:19:53] [world] The Player <Enderlava> has picked 2 of SUGAR_CANE at X= 1, Y= 63, Z= -291 | 
[2023-07-07 10:19:55] [world] The Player <Enderlava> has picked 9 of SUGAR_CANE at X= 3, Y= 63, Z= -293 | 
[2023-07-07 10:20:01] [world] The Player <Enderlava> has picked 6 of SUGAR_CANE at X= 5, Y= 63, Z= -302 | 
[2023-07-07 10:20:02] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= 5, Y= 64, Z= -304 | 
[2023-07-07 10:20:02] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= 5, Y= 65, Z= -305 | 
[2023-07-07 10:20:02] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= 6, Y= 64, Z= -305 | 
[2023-07-07 10:20:02] [world] The Player <Enderlava> has picked 8 of SUGAR_CANE at X= 7, Y= 63, Z= -304 | 
[2023-07-07 10:20:04] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= 11, Y= 64, Z= -304 | 
[2023-07-07 10:20:04] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= 11, Y= 65, Z= -304 | 
[2023-07-07 10:20:06] [world] The Player <Enderlava> has picked 4 of SUGAR_CANE at X= 12, Y= 64, Z= -298 | 
[2023-07-07 10:20:07] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= 13, Y= 64, Z= -296 | 
[2023-07-07 10:20:07] [world] The Player <Enderlava> has picked 5 of SUGAR_CANE at X= 14, Y= 64, Z= -295 | 
[2023-07-07 10:20:08] [world] The Player <Enderlava> has picked 10 of SUGAR_CANE at X= 18, Y= 63, Z= -296 | 
[2023-07-07 10:20:09] [world] The Player <Enderlava> has picked 4 of SUGAR_CANE at X= 17, Y= 62, Z= -299 | 
[2023-07-07 10:20:10] [world] The Player <Enderlava> has picked 6 of SUGAR_CANE at X= 25, Y= 63, Z= -303 | 
[2023-07-07 10:20:12] [world] The Player <Enderlava> has picked 11 of SUGAR_CANE at X= 24, Y= 63, Z= -311 | 
[2023-07-07 10:20:22] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= 34, Y= 64, Z= -320 | 
[2023-07-07 10:20:24] [world] The Player <Enderlava> has picked 3 of SUGAR_CANE at X= 36, Y= 63, Z= -320 | 
[2023-07-07 10:20:25] [world] The Player <wegwe> has picked 4 of FEATHER at X= -5, Y= 73, Z= -238 | 
[2023-07-07 10:20:25] [world] The Player <wegwe> has picked 5 of CHICKEN at X= -4, Y= 73, Z= -237 | 
[2023-07-07 10:20:25] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= 37, Y= 64, Z= -318 | 
[2023-07-07 10:20:26] [world] The Player <Enderlava> has picked 1 of SUGAR_CANE at X= 38, Y= 65, Z= -319 | 
[2023-07-07 10:20:26] [world] The Player <Enderlava> has picked 2 of SUGAR_CANE at X= 38, Y= 63, Z= -316 | 
[2023-07-07 10:20:27] [world] The Player <Enderlava> has picked 2 of SUGAR_CANE at X= 38, Y= 64, Z= -314 | 
[2023-07-07 10:20:42] [world_nether] The Player <wqe123420> has picked 3 of GUNPOWDER at X= -88, Y= 52, Z= -97 | 
[2023-07-07 10:20:42] [world] The Player <Enderlava> has picked 5 of SPRUCE_SIGN at X= -28, Y= 63, Z= -286 | 
[2023-07-07 10:20:49] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -26, Y= 64, Z= -293 | 
[2023-07-07 10:20:50] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -26, Y= 62, Z= -294 | 
[2023-07-07 10:20:50] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -26, Y= 64, Z= -292 | 
[2023-07-07 10:20:50] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -26, Y= 63, Z= -293 | 
[2023-07-07 10:20:51] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -25, Y= 63, Z= -293 | 
[2023-07-07 10:20:52] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -25, Y= 63, Z= -293 | 
[2023-07-07 10:20:53] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -26, Y= 62, Z= -293 | 
[2023-07-07 10:20:54] [world] The Player <wegwe> has picked 7 of COBBLESTONE at X= -26, Y= 62, Z= -293 | 
[2023-07-07 10:20:54] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -25, Y= 63, Z= -292 | 
[2023-07-07 10:20:55] [world] The Player <wegwe> has picked 1 of COBBLESTONE at X= -25, Y= 62, Z= -292 | 
