[2023-07-22 12:58:00] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -77, Y= -53, Z= -201 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 34 of SAND at X= -128, Y= 64, Z= -104 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 30 of SAND at X= -128, Y= 64, Z= -104 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 20 of SAND at X= -128, Y= 64, Z= -104 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 27 of SAND at X= -128, Y= 64, Z= -104 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 64 of SAND at X= -130, Y= 64, Z= -105 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 64 of SAND at X= -130, Y= 64, Z= -106 | 
[2023-07-22 19:45:35] [world] The Player <Enderlava> has picked 64 of SAND at X= -130, Y= 64, Z= -105 | 
[2023-07-22 19:45:36] [world] The Player <Enderlava> has picked 64 of SAND at X= -130, Y= 64, Z= -106 | 
[2023-07-22 19:45:36] [world] The Player <Enderlava> has picked 64 of SAND at X= -130, Y= 64, Z= -106 | 
[2023-07-22 19:45:36] [world] The Player <Enderlava> has picked 64 of SAND at X= -130, Y= 64, Z= -105 | 
[2023-07-22 19:45:36] [world] The Player <Enderlava> has picked 64 of SAND at X= -130, Y= 64, Z= -105 | 
[2023-07-22 19:45:36] [world] The Player <Enderlava> has picked 64 of SAND at X= -130, Y= 64, Z= -105 | 
[2023-07-22 19:45:36] [world] The Player <Enderlava> has picked 64 of SAND at X= -130, Y= 64, Z= -105 | 
[2023-07-22 19:45:36] [world] The Player <Enderlava> has picked 64 of SAND at X= -130, Y= 64, Z= -105 | 
[2023-07-22 19:45:53] [world] The Player <Enderlava> has picked 2 of NETHERRACK at X= -94, Y= 69, Z= -161 | 
[2023-07-22 19:46:01] [world] The Player <Funget114514> has picked 3 of BOOK at X= -465, Y= 60, Z= -467 | 
[2023-07-22 19:46:02] [world] The Player <Enderlava> has picked 63 of SAND at X= -128, Y= 65, Z= -101 | 
[2023-07-22 19:46:49] [world] The Player <Enderlava> has picked 61 of SAND at X= -128, Y= 65, Z= -101 | 
[2023-07-22 19:46:49] [world] The Player <Enderlava> has picked 3 of SAND at X= -128, Y= 65, Z= -101 | 
[2023-07-22 19:46:55] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -127, Y= 69, Z= -112 | 
[2023-07-22 19:46:57] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -128, Y= 68, Z= -112 | 
[2023-07-22 19:46:58] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -130, Y= 64, Z= -113 | 
[2023-07-22 19:47:07] [world] The Player <Enderlava> has picked 2 of SMOOTH_STONE at X= -127, Y= 66, Z= -115 | 
[2023-07-22 19:47:12] [world] The Player <Funget114514> has picked 1 of COOKED_BEEF at X= -503, Y= 62, Z= -476 | 
[2023-07-22 19:47:13] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -131, Y= 66, Z= -112 | 
[2023-07-22 19:47:14] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -131, Y= 64, Z= -110 | 
[2023-07-22 19:47:17] [world] The Player <Enderlava> has picked 2 of SMOOTH_STONE at X= -131, Y= 65, Z= -110 | 
[2023-07-22 19:47:28] [world] The Player <Enderlava> has picked 3 of SMOOTH_STONE at X= -128, Y= 66, Z= -103 | 
[2023-07-22 19:47:41] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -127, Y= 68, Z= -111 | 
[2023-07-22 19:47:43] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -127, Y= 68, Z= -110 | 
[2023-07-22 19:47:46] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -127, Y= 67, Z= -107 | 
[2023-07-22 19:47:49] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -126, Y= 67, Z= -105 | 
[2023-07-22 19:47:52] [world] The Player <Enderlava> has picked 1 of SMOOTH_STONE at X= -126, Y= 67, Z= -101 | 
[2023-07-22 20:05:12] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -84, Y= -50, Z= -241 | 
[2023-07-22 20:05:12] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -84, Y= -50, Z= -241 | 
[2023-07-22 20:05:12] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -84, Y= -51, Z= -241 | 
[2023-07-22 20:05:15] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -85, Y= -52, Z= -240 | 
[2023-07-22 20:05:30] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -87, Y= -57, Z= -249 | 
[2023-07-22 20:05:31] [world] The Player <wqe123420> has picked 4 of DIAMOND at X= -88, Y= -57, Z= -249 | 
[2023-07-22 20:05:31] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -88, Y= -57, Z= -249 | 
[2023-07-22 20:05:32] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -88, Y= -57, Z= -250 | 
[2023-07-22 20:05:33] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -87, Y= -57, Z= -249 | 
[2023-07-22 20:06:21] [world] The Player <wqe123420> has picked 2 of COBBLED_DEEPSLATE at X= -76, Y= -57, Z= -251 | 
[2023-07-22 20:06:23] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -76, Y= -58, Z= -251 | 
[2023-07-22 20:06:23] [world] The Player <wqe123420> has picked 58 of BLACKSTONE at X= -76, Y= -58, Z= -251 | 
[2023-07-22 20:06:25] [world] The Player <wqe123420> has picked 2 of COBBLED_DEEPSLATE at X= -76, Y= -58, Z= -251 | 
[2023-07-22 20:06:27] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -76, Y= -57, Z= -252 | 
[2023-07-22 20:06:27] [world] The Player <wqe123420> has picked 1 of COBBLED_DEEPSLATE at X= -76, Y= -58, Z= -251 | 
[2023-07-22 20:06:28] [world] The Player <wqe123420> has picked 2 of COBBLED_DEEPSLATE at X= -76, Y= -59, Z= -251 | 
[2023-07-22 20:06:28] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -76, Y= -59, Z= -251 | 
[2023-07-22 20:06:28] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -76, Y= -59, Z= -251 | 
[2023-07-22 20:06:29] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -76, Y= -59, Z= -251 | 
[2023-07-22 20:06:30] [world] The Player <wqe123420> has picked 58 of BLACKSTONE at X= -76, Y= -59, Z= -251 | 
[2023-07-22 20:06:30] [world] The Player <wqe123420> has picked 4 of DIAMOND at X= -76, Y= -59, Z= -251 | 
[2023-07-22 20:06:31] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -75, Y= -58, Z= -252 | 
[2023-07-22 20:06:31] [world] The Player <wqe123420> has picked 4 of DIAMOND at X= -75, Y= -58, Z= -252 | 
[2023-07-22 20:06:32] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -75, Y= -59, Z= -252 | 
[2023-07-22 20:06:33] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -75, Y= -59, Z= -251 | 
[2023-07-22 20:06:33] [world] The Player <wqe123420> has picked 2 of DIAMOND at X= -75, Y= -60, Z= -252 | 
[2023-07-22 20:06:35] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -74, Y= -59, Z= -253 | 
[2023-07-22 20:06:35] [world] The Player <wqe123420> has picked 3 of DIAMOND at X= -74, Y= -60, Z= -253 | 
[2023-07-22 20:06:35] [world] The Player <wqe123420> has picked 4 of DIAMOND at X= -74, Y= -60, Z= -253 | 
[2023-07-22 20:11:52] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 161, Y= 90, Z= 237 | 
[2023-07-22 20:11:52] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 161, Y= 90, Z= 236 | 
[2023-07-22 20:11:53] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 161, Y= 89, Z= 237 | 
[2023-07-22 20:11:53] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 161, Y= 88, Z= 237 | 
[2023-07-22 20:11:53] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 161, Y= 87, Z= 237 | 
[2023-07-22 20:11:53] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 161, Y= 86, Z= 237 | 
[2023-07-22 20:11:54] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 161, Y= 85, Z= 237 | 
[2023-07-22 20:11:54] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 161, Y= 84, Z= 237 | 
[2023-07-22 20:11:54] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 161, Y= 83, Z= 237 | 
[2023-07-22 20:11:54] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 161, Y= 82, Z= 237 | 
[2023-07-22 20:11:54] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 161, Y= 81, Z= 237 | 
[2023-07-22 20:11:55] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 161, Y= 80, Z= 237 | 
[2023-07-22 20:11:55] [world_nether] The Player <wqe123420> has picked 1 of CRACKED_POLISHED_BLACKSTONE_BRICKS at X= 161, Y= 79, Z= 237 | 
[2023-07-22 20:12:16] [world_nether] The Player <wqe123420> has picked 5 of NETHERRACK at X= 161, Y= 80, Z= 236 | 
[2023-07-22 20:12:18] [world_nether] The Player <wqe123420> has picked 3 of NETHERRACK at X= 164, Y= 80, Z= 230 | 
[2023-07-22 20:12:19] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 165, Y= 80, Z= 234 | 
[2023-07-22 20:12:19] [world_nether] The Player <wqe123420> has picked 6 of NETHERRACK at X= 165, Y= 80, Z= 235 | 
[2023-07-22 20:12:19] [world_nether] The Player <wqe123420> has picked 2 of NETHERRACK at X= 165, Y= 80, Z= 238 | 
[2023-07-22 20:12:23] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 158, Y= 80, Z= 230 | 
[2023-07-22 20:12:23] [world_nether] The Player <wqe123420> has picked 7 of NETHERRACK at X= 156, Y= 79, Z= 230 | 
[2023-07-22 20:12:24] [world_nether] The Player <wqe123420> has picked 2 of NETHERRACK at X= 154, Y= 80, Z= 230 | 
[2023-07-22 20:12:24] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 153, Y= 81, Z= 230 | 
[2023-07-22 20:12:24] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 152, Y= 80, Z= 230 | 
[2023-07-22 20:12:25] [world_nether] The Player <wqe123420> has picked 7 of NETHERRACK at X= 151, Y= 80, Z= 230 | 
[2023-07-22 20:12:26] [world_nether] The Player <wqe123420> has picked 5 of NETHERRACK at X= 148, Y= 80, Z= 230 | 
[2023-07-22 20:12:26] [world_nether] The Player <wqe123420> has picked 2 of NETHERRACK at X= 146, Y= 80, Z= 230 | 
[2023-07-22 20:12:26] [world_nether] The Player <wqe123420> has picked 4 of NETHERRACK at X= 145, Y= 80, Z= 230 | 
[2023-07-22 20:12:27] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 143, Y= 80, Z= 230 | 
[2023-07-22 20:12:27] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 142, Y= 80, Z= 230 | 
[2023-07-22 20:12:27] [world_nether] The Player <wqe123420> has picked 1 of NETHERRACK at X= 142, Y= 80, Z= 230 | 
[2023-07-22 20:12:28] [world_nether] The Player <wqe123420> has picked 2 of NETHERRACK at X= 138, Y= 80, Z= 230 | 
[2023-07-22 20:12:40] [world_nether] The Player <wqe123420> has picked 1 of GOLD_BLOCK at X= 125, Y= 69, Z= 220 | 
[2023-07-22 20:12:44] [world_nether] The Player <wqe123420> has picked 1 of GOLD_BLOCK at X= 124, Y= 70, Z= 225 | 
[2023-07-22 20:21:18] [world] The Player <wqe123420> has picked 1 of BLACK_SHULKER_BOX at X= -26, Y= 63, Z= -288 | 矿物
[2023-07-22 20:22:59] [world] The Player <wqe123420> has picked 1 of BLACK_SHULKER_BOX at X= -24, Y= 69, Z= -282 | 矿物
[2023-07-22 20:23:12] [world] The Player <wqe123420> has picked 1 of COD at X= -17, Y= 62, Z= -295 | 
[2023-07-22 20:23:23] [world] The Player <wqe123420> has picked 1 of COD at X= -17, Y= 62, Z= -295 | 
[2023-07-22 20:23:37] [world] The Player <wqe123420> has picked 1 of RED_SHULKER_BOX at X= -18, Y= 63, Z= -296 | 护符
[2023-07-22 20:24:35] [world] The Player <wqe123420> has picked 1 of YELLOW_SHULKER_BOX at X= -27, Y= 63, Z= -286 | 杂物
[2023-07-22 20:24:36] [world] The Player <wqe123420> has picked 1 of RED_SHULKER_BOX at X= -27, Y= 63, Z= -286 | 护符
[2023-07-22 20:24:36] [world] The Player <wqe123420> has picked 1 of LIGHT_GRAY_SHULKER_BOX at X= -26, Y= 63, Z= -287 | 附魔书
[2023-07-22 20:25:32] [world] The Player <wqe123420> has picked 1 of YELLOW_SHULKER_BOX at X= -27, Y= 63, Z= -286 | 武器1
[2023-07-22 20:25:48] [world] The Player <wqe123420> has picked 1 of YELLOW_SHULKER_BOX at X= -27, Y= 63, Z= -287 | 武器2
[2023-07-22 20:32:54] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:54] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:54] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:54] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:54] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:54] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:55] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:55] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:55] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:55] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:55] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:55] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:55] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:55] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:55] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:56] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:56] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:56] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:56] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:56] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:56] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:57] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:57] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:57] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:57] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:57] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:32:59] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:33:00] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:33:00] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:33:00] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:33:00] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:33:00] [world] The Player <Enderlava> has picked 1 of SAND at X= -128, Y= 68, Z= -112 | 
[2023-07-22 20:34:38] [world] The Player <wqe123420> has picked 1 of WOODEN_SWORD at X= -189, Y= 62, Z= -284 | §7激烈的勇敢的职业摔跤手
[2023-07-22 20:34:42] [world] The Player <wqe123420> has picked 1 of WOODEN_AXE at X= -190, Y= 62, Z= -283 | §7食者斧
[2023-07-22 20:34:47] [world] The Player <Enderlava> has picked 2 of BOOK at X= -197, Y= 57, Z= -291 | §5Elite Protection Enchanted Book
[2023-07-22 20:34:55] [world] The Player <wqe123420> has picked 4 of ROTTEN_FLESH at X= -201, Y= 62, Z= -293 | 
[2023-07-22 20:35:05] [world] The Player <Enderlava> has picked 1 of IRON_INGOT at X= -197, Y= 56, Z= -293 | 
[2023-07-22 20:36:13] [world] The Player <wqe123420> has picked 1 of COPPER_INGOT at X= -196, Y= 62, Z= -269 | 
[2023-07-22 20:37:05] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -190, Y= 43, Z= -278 | §e16 §bSpell Points
[2023-07-22 20:37:05] [world] The Player <wqe123420> has picked 1 of WOODEN_AXE at X= -192, Y= 62, Z= -272 | §7食者斧
[2023-07-22 20:37:33] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -183, Y= 44, Z= -274 | §e16 §bSpell Points
[2023-07-22 20:37:35] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -183, Y= 44, Z= -274 | §e16 §bSpell Points
[2023-07-22 20:38:07] [world] The Player <wqe123420> has picked 1 of PLAYER_HEAD at X= -189, Y= 47, Z= -268 | §e16 §bSpell Points
[2023-07-22 20:38:07] [world] The Player <wqe123420> has picked 10 of GOLD_NUGGET at X= -188, Y= 47, Z= -268 | 
[2023-07-22 20:38:13] [world] The Player <wqe123420> has picked 14 of GOLD_NUGGET at X= -186, Y= 46, Z= -268 | 
[2023-07-22 20:38:17] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -188, Y= 44, Z= -276 | §e16 §bSpell Points
[2023-07-22 20:38:21] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -186, Y= 44, Z= -277 | §e16 §bSpell Points
[2023-07-22 20:38:27] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -182, Y= 45, Z= -271 | §e16 §bSpell Points
[2023-07-22 20:38:28] [world] The Player <wqe123420> has picked 1 of PLAYER_HEAD at X= -187, Y= 45, Z= -268 | §e16 §bSpell Points
[2023-07-22 20:38:31] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -181, Y= 45, Z= -266 | §e16 §bSpell Points
[2023-07-22 20:38:36] [world] The Player <wqe123420> has picked 2 of PLAYER_HEAD at X= -187, Y= 44, Z= -269 | §e16 §bSpell Points
[2023-07-22 20:38:36] [world] The Player <wqe123420> has picked 20 of GOLD_NUGGET at X= -187, Y= 45, Z= -268 | 
[2023-07-22 20:38:41] [world] The Player <wqe123420> has picked 1 of DIAMOND at X= -187, Y= 45, Z= -268 | 
[2023-07-22 20:38:41] [world] The Player <wqe123420> has picked 10 of GOLD_NUGGET at X= -187, Y= 45, Z= -268 | 
[2023-07-22 20:38:42] [world] The Player <wqe123420> has picked 1 of PLAYER_HEAD at X= -187, Y= 45, Z= -268 | §e16 §bSpell Points
[2023-07-22 20:38:44] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -182, Y= 44, Z= -265 | §e16 §bSpell Points
[2023-07-22 20:38:45] [world] The Player <wqe123420> has picked 1 of PLAYER_HEAD at X= -186, Y= 44, Z= -273 | §e16 §bSpell Points
[2023-07-22 20:38:45] [world] The Player <wqe123420> has picked 24 of GOLD_NUGGET at X= -186, Y= 44, Z= -273 | 
[2023-07-22 20:38:48] [world] The Player <wqe123420> has picked 56 of GOLD_NUGGET at X= -187, Y= 45, Z= -274 | 
[2023-07-22 20:38:54] [world] The Player <wqe123420> has picked 1 of PLAYER_HEAD at X= -187, Y= 46, Z= -272 | §e16 §bSpell Points
[2023-07-22 20:38:54] [world] The Player <wqe123420> has picked 10 of GOLD_NUGGET at X= -187, Y= 44, Z= -272 | 
[2023-07-22 20:39:12] [world] The Player <wqe123420> has picked 1 of PLAYER_HEAD at X= -184, Y= 48, Z= -269 | §e16 §bSpell Points
[2023-07-22 20:39:12] [world] The Player <wqe123420> has picked 4 of GOLD_NUGGET at X= -184, Y= 48, Z= -269 | 
[2023-07-22 20:39:17] [world] The Player <wqe123420> has picked 1 of PLAYER_HEAD at X= -184, Y= 45, Z= -262 | §e16 §bSpell Points
[2023-07-22 20:39:27] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -191, Y= 40, Z= -252 | §e16 §bSpell Points
[2023-07-22 20:39:34] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -183, Y= 44, Z= -261 | §e16 §bSpell Points
[2023-07-22 20:39:41] [world] The Player <wqe123420> has picked 1 of PLAYER_HEAD at X= -186, Y= 43, Z= -266 | §e16 §bSpell Points
[2023-07-22 20:39:42] [world] The Player <wqe123420> has picked 1 of PLAYER_HEAD at X= -187, Y= 43, Z= -266 | §e16 §bSpell Points
[2023-07-22 20:39:47] [world] The Player <wqe123420> has picked 28 of GOLD_NUGGET at X= -187, Y= 44, Z= -265 | 
[2023-07-22 20:39:47] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -182, Y= 46, Z= -265 | §e16 §bSpell Points
[2023-07-22 20:39:48] [world] The Player <wqe123420> has picked 1 of PLAYER_HEAD at X= -186, Y= 46, Z= -263 | §e16 §bSpell Points
[2023-07-22 20:39:55] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -192, Y= 49, Z= -264 | §e16 §bSpell Points
[2023-07-22 20:40:01] [world] The Player <Enderlava> has picked 3 of PLAYER_HEAD at X= -190, Y= 62, Z= -258 | §e16 §bSpell Points
[2023-07-22 20:40:02] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -192, Y= 62, Z= -263 | §e16 §bSpell Points
[2023-07-22 20:40:10] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -184, Y= 62, Z= -268 | §e16 §bSpell Points
[2023-07-22 20:40:34] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -185, Y= 55, Z= -260 | §e16 §bSpell Points
[2023-07-22 20:40:36] [world] The Player <Enderlava> has picked 1 of PLAYER_HEAD at X= -189, Y= 60, Z= -262 | §e16 §bSpell Points
[2023-07-22 20:40:39] [world] The Player <Enderlava> has picked 18 of GOLD_NUGGET at X= -185, Y= 62, Z= -258 | 
[2023-07-22 20:40:42] [world] The Player <wqe123420> has picked 4 of ROTTEN_FLESH at X= -186, Y= 62, Z= -274 | 
[2023-07-22 20:40:42] [world] The Player <wqe123420> has picked 14 of GOLD_NUGGET at X= -188, Y= 62, Z= -271 | 
[2023-07-22 20:40:44] [world] The Player <wqe123420> has picked 56 of GOLD_NUGGET at X= -187, Y= 62, Z= -264 | 
[2023-07-22 20:40:46] [world] The Player <wqe123420> has picked 52 of GOLD_NUGGET at X= -193, Y= 62, Z= -263 | 
[2023-07-22 20:40:48] [world] The Player <wqe123420> has picked 14 of GOLD_NUGGET at X= -186, Y= 62, Z= -263 | 
[2023-07-22 20:40:59] [world] The Player <wqe123420> has picked 1 of COPPER_INGOT at X= -179, Y= 60, Z= -247 | 
[2023-07-22 20:41:05] [world] The Player <wqe123420> has picked 2 of COOKED_COD at X= -177, Y= 60, Z= -231 | 
[2023-07-22 20:41:58] [world] The Player <Enderlava> has picked 9 of LEATHER at X= -39, Y= 73, Z= -278 | 
[2023-07-22 20:42:02] [world] The Player <Enderlava> has picked 7 of LEATHER at X= -43, Y= 70, Z= -282 | 
[2023-07-22 20:42:05] [world] The Player <Enderlava> has picked 47 of BEEF at X= -42, Y= 71, Z= -278 | 
[2023-07-22 20:42:07] [world] The Player <Enderlava> has picked 6 of BEEF at X= -40, Y= 71, Z= -271 | 
[2023-07-22 20:42:57] [world] The Player <wqe123420> has picked 1 of LEATHER at X= -41, Y= 71, Z= -273 | 
[2023-07-22 20:44:08] [world] The Player <wqe123420> has picked 1 of BLACK_SHULKER_BOX at X= -34, Y= 70, Z= -277 | 矿物
[2023-07-22 20:44:38] [world] The Player <Enderlava> has picked 14 of DIAMOND at X= -42, Y= 71, Z= -272 | 
[2023-07-22 20:44:40] [world] The Player <Enderlava> has picked 14 of NETHERITE_SCRAP at X= -42, Y= 71, Z= -272 | 
[2023-07-22 20:44:58] [world] The Player <wqe123420> has picked 16 of LEATHER at X= -42, Y= 71, Z= -276 | 
[2023-07-22 20:45:00] [world] The Player <Enderlava> has picked 2 of BEEF at X= -43, Y= 70, Z= -276 | 
[2023-07-22 20:45:34] [world] The Player <Enderlava> has picked 9 of BEEF at X= -40, Y= 71, Z= -282 | 
[2023-07-22 20:45:49] [world] The Player <wqe123420> has picked 1 of BLACK_SHULKER_BOX at X= -25, Y= 63, Z= -287 | 矿物
[2023-07-22 20:45:50] [world] The Player <Enderlava> has picked 24 of BEEF at X= -45, Y= 71, Z= -289 | 
[2023-07-22 20:45:52] [world] The Player <Enderlava> has picked 21 of BEEF at X= -43, Y= 71, Z= -277 | 
[2023-07-22 20:45:53] [world] The Player <Enderlava> has picked 19 of BEEF at X= -46, Y= 70, Z= -280 | 
[2023-07-22 20:46:03] [world] The Player <wqe123420> has picked 1 of YELLOW_SHULKER_BOX at X= -24, Y= 63, Z= -288 | 杂物
[2023-07-22 20:49:05] [world] The Player <wqe123420> has picked 1 of COAL at X= -18, Y= 62, Z= -303 | 
[2023-07-22 20:50:23] [world] The Player <wqe123420> has picked 1 of COD at X= -18, Y= 63, Z= -304 | 
[2023-07-22 20:50:38] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:51:21] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:51:36] [world] The Player <wqe123420> has picked 2 of COD at X= -16, Y= 64, Z= -306 | 
[2023-07-22 20:52:01] [world] The Player <wqe123420> has picked 1 of COD at X= -16, Y= 64, Z= -306 | 
