[2023-07-23 14:47:40] [world_nether] The Player <Enderlava> has picked 1 of OAK_BOAT at X= 167, Y= 128, Z= 122 | 
[2023-07-23 15:09:13] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= 2 | 
[2023-07-23 15:09:16] [world_the_end] The Player <Enderlava> has picked 3 of END_STONE at X= -4, Y= 55, Z= 1 | 
[2023-07-23 15:09:17] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 59, Z= -2 | 
[2023-07-23 15:09:18] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 59, Z= -2 | 
[2023-07-23 15:09:19] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 60, Z= -3 | 
[2023-07-23 15:09:20] [world_the_end] The Player <Enderlava> has picked 1 of SPRUCE_PLANKS at X= -5, Y= 61, Z= -4 | 
[2023-07-23 15:09:21] [world_the_end] The Player <Enderlava> has picked 1 of SPRUCE_PLANKS at X= -6, Y= 60, Z= -3 | 
[2023-07-23 15:09:22] [world_the_end] The Player <Enderlava> has picked 1 of SPRUCE_PLANKS at X= -7, Y= 60, Z= -3 | 
[2023-07-23 15:09:22] [world_the_end] The Player <Enderlava> has picked 1 of SPRUCE_PLANKS at X= -7, Y= 60, Z= -2 | 
[2023-07-23 15:09:23] [world_the_end] The Player <Enderlava> has picked 1 of SPRUCE_PLANKS at X= -7, Y= 62, Z= -2 | 
[2023-07-23 15:09:23] [world_the_end] The Player <Enderlava> has picked 1 of SPRUCE_PLANKS at X= -8, Y= 63, Z= -4 | 
[2023-07-23 15:09:26] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= -5, Y= 55, Z= 0 | 
[2023-07-23 15:09:28] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 57, Z= -2 | 
[2023-07-23 15:09:29] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 58, Z= -1 | 
[2023-07-23 15:09:29] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 57, Z= -2 | 
[2023-07-23 15:09:40] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 60, Z= -4 | 
[2023-07-23 15:09:43] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -3, Y= 59, Z= -7 | 
[2023-07-23 15:09:45] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -5, Y= 60, Z= -7 | 
[2023-07-23 15:09:47] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 60, Z= -6 | 
[2023-07-23 15:09:47] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 60, Z= -6 | 
[2023-07-23 15:09:48] [world_the_end] The Player <Enderlava> has picked 7 of END_STONE at X= -4, Y= 60, Z= -7 | 
[2023-07-23 15:09:49] [world_the_end] The Player <Enderlava> has picked 3 of END_STONE at X= -4, Y= 60, Z= -7 | 
[2023-07-23 15:09:49] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -3, Y= 59, Z= -6 | 
[2023-07-23 15:09:50] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -3, Y= 59, Z= -7 | 
[2023-07-23 15:09:54] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -3, Y= 58, Z= -7 | 
[2023-07-23 15:09:56] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -3, Y= 57, Z= -7 | 
[2023-07-23 15:09:56] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -3, Y= 56, Z= -7 | 
[2023-07-23 15:09:57] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -3, Y= 55, Z= -7 | 
[2023-07-23 15:09:58] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -2, Y= 55, Z= -5 | 
[2023-07-23 15:09:58] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -4, Y= 55, Z= -6 | 
[2023-07-23 15:09:59] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -4, Y= 55, Z= -5 | 
[2023-07-23 15:09:59] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= -4, Y= 56, Z= -7 | 
[2023-07-23 15:10:00] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -5, Y= 58, Z= -7 | 
[2023-07-23 15:10:01] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -5, Y= 59, Z= -7 | 
[2023-07-23 15:10:01] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 59, Z= -7 | 
[2023-07-23 15:10:02] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 58, Z= -7 | 
[2023-07-23 15:10:04] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 59, Z= -7 | 
[2023-07-23 15:10:04] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 59, Z= -6 | 
[2023-07-23 15:10:05] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 59, Z= -6 | 
[2023-07-23 15:10:05] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 59, Z= -4 | 
[2023-07-23 15:10:06] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 58, Z= -5 | 
[2023-07-23 15:10:07] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 58, Z= -4 | 
[2023-07-23 15:10:07] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 59, Z= -5 | 
[2023-07-23 15:10:08] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 58, Z= -3 | 
[2023-07-23 15:10:09] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 57, Z= -4 | 
[2023-07-23 15:10:09] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 57, Z= -3 | 
[2023-07-23 15:10:10] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 57, Z= -4 | 
[2023-07-23 15:10:11] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 57, Z= -5 | 
[2023-07-23 15:10:12] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 59, Z= -6 | 
[2023-07-23 15:10:15] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 58, Z= -7 | 
[2023-07-23 15:10:16] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 58, Z= -6 | 
[2023-07-23 15:10:16] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 56, Z= -5 | 
[2023-07-23 15:10:18] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 57, Z= -5 | 
[2023-07-23 15:10:19] [world_the_end] The Player <Enderlava> has picked 16 of END_STONE at X= -6, Y= 57, Z= -6 | 
[2023-07-23 15:10:20] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 57, Z= -7 | 
[2023-07-23 15:10:21] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 56, Z= -7 | 
[2023-07-23 15:10:22] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -5, Y= 56, Z= -7 | 
[2023-07-23 15:10:23] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -5, Y= 56, Z= -6 | 
[2023-07-23 15:10:24] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 56, Z= -7 | 
[2023-07-23 15:10:25] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= -7, Y= 56, Z= -5 | 
[2023-07-23 15:10:25] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -5, Y= 56, Z= -3 | 
[2023-07-23 15:10:26] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 56, Z= -3 | 
[2023-07-23 15:10:27] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= -1 | 
[2023-07-23 15:10:27] [world_the_end] The Player <Enderlava> has picked 3 of END_STONE at X= -6, Y= 55, Z= 0 | 
[2023-07-23 15:10:28] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= -1 | 
[2023-07-23 15:10:29] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 55, Z= -2 | 
[2023-07-23 15:10:29] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 55, Z= -2 | 
[2023-07-23 15:10:29] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= -2 | 
[2023-07-23 15:10:30] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= -4 | 
[2023-07-23 15:10:30] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= -5 | 
[2023-07-23 15:10:30] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= -6 | 
[2023-07-23 15:10:31] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= -7 | 
[2023-07-23 15:10:31] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -6, Y= 55, Z= -7 | 
[2023-07-23 15:10:32] [world_the_end] The Player <Enderlava> has picked 5 of END_STONE at X= -4, Y= 55, Z= -6 | 
[2023-07-23 15:10:32] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -5, Y= 55, Z= -7 | 
[2023-07-23 15:10:32] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -3, Y= 55, Z= -7 | 
[2023-07-23 15:10:33] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -5, Y= 55, Z= -5 | 
[2023-07-23 15:10:33] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= -6 | 
[2023-07-23 15:10:33] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= -6 | 
[2023-07-23 15:10:34] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= -4 | 
[2023-07-23 15:10:34] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -7, Y= 55, Z= -2 | 
[2023-07-23 15:11:03] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= -2, Y= 55, Z= -6 | 
[2023-07-23 15:11:13] [world_the_end] The Player <Enderlava> has picked 4 of END_STONE at X= -1, Y= 56, Z= -8 | 
[2023-07-23 15:11:21] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 5, Y= 55, Z= 1 | 
[2023-07-23 15:11:21] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 57, Z= -2 | 
[2023-07-23 15:11:22] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 58, Z= -1 | 
[2023-07-23 15:11:23] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 58, Z= 0 | 
[2023-07-23 15:11:24] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 58, Z= -1 | 
[2023-07-23 15:11:24] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 60, Z= 0 | 
[2023-07-23 15:11:29] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 59, Z= 0 | 
[2023-07-23 15:11:30] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 60, Z= -2 | 
[2023-07-23 15:11:31] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 61, Z= -1 | 
[2023-07-23 15:11:31] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 61, Z= -3 | 
[2023-07-23 15:11:37] [world_the_end] The Player <Enderlava> has picked 1 of SAND at X= 4, Y= 62, Z= -8 | 
[2023-07-23 15:11:37] [world_the_end] The Player <Enderlava> has picked 1 of SAND at X= 3, Y= 61, Z= -7 | 
[2023-07-23 15:11:37] [world_the_end] The Player <Enderlava> has picked 1 of SAND at X= 4, Y= 61, Z= -7 | 
[2023-07-23 15:11:38] [world_the_end] The Player <Enderlava> has picked 1 of SAND at X= 5, Y= 61, Z= -7 | 
[2023-07-23 15:11:39] [world_the_end] The Player <Enderlava> has picked 3 of SAND at X= 5, Y= 61, Z= -6 | 
[2023-07-23 15:11:39] [world_the_end] The Player <Enderlava> has picked 1 of SAND at X= 5, Y= 62, Z= -5 | 
[2023-07-23 15:11:40] [world_the_end] The Player <Enderlava> has picked 1 of SAND at X= 5, Y= 61, Z= -5 | 
[2023-07-23 15:11:45] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 59, Z= -2 | 
[2023-07-23 15:11:47] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 60, Z= -2 | 
[2023-07-23 15:11:49] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 60, Z= -3 | 
[2023-07-23 15:11:49] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 60, Z= -3 | 
[2023-07-23 15:11:49] [world_the_end] The Player <Enderlava> has picked 3 of END_STONE at X= 5, Y= 60, Z= -2 | 
[2023-07-23 15:11:50] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 59, Z= -3 | 
[2023-07-23 15:11:51] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 59, Z= -2 | 
[2023-07-23 15:11:51] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 59, Z= -2 | 
[2023-07-23 15:11:52] [world_the_end] The Player <Enderlava> has picked 3 of END_STONE at X= 6, Y= 59, Z= -2 | 
[2023-07-23 15:11:53] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 60, Z= -3 | 
[2023-07-23 15:11:53] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 61, Z= -4 | 
[2023-07-23 15:11:54] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 62, Z= -4 | 
[2023-07-23 15:11:55] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 61, Z= -5 | 
[2023-07-23 15:11:56] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 61, Z= -5 | 
[2023-07-23 15:11:57] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 62, Z= -7 | 
[2023-07-23 15:12:01] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 2, Y= 60, Z= -7 | 
[2023-07-23 15:12:03] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 60, Z= -7 | 
[2023-07-23 15:12:06] [world_the_end] The Player <Enderlava> has picked 5 of END_STONE at X= 5, Y= 60, Z= -7 | 
[2023-07-23 15:12:07] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 61, Z= -6 | 
[2023-07-23 15:12:07] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 61, Z= -6 | 
[2023-07-23 15:12:07] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 60, Z= -7 | 
[2023-07-23 15:12:08] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 60, Z= -7 | 
[2023-07-23 15:12:08] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 60, Z= -6 | 
[2023-07-23 15:12:09] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 60, Z= -5 | 
[2023-07-23 15:12:09] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 60, Z= -5 | 
[2023-07-23 15:12:09] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 60, Z= -5 | 
[2023-07-23 15:12:11] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 60, Z= -6 | 
[2023-07-23 15:12:13] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 2, Y= 59, Z= -7 | 
[2023-07-23 15:12:14] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 59, Z= -6 | 
[2023-07-23 15:12:14] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 59, Z= -7 | 
[2023-07-23 15:12:15] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 59, Z= -6 | 
[2023-07-23 15:12:16] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 59, Z= -6 | 
[2023-07-23 15:12:17] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 59, Z= -6 | 
[2023-07-23 15:12:17] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 59, Z= -7 | 
[2023-07-23 15:12:18] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 59, Z= -5 | 
[2023-07-23 15:12:18] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 59, Z= -4 | 
[2023-07-23 15:12:19] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 59, Z= -4 | 
[2023-07-23 15:12:19] [world_the_end] The Player <Enderlava> has picked 9 of END_STONE at X= 6, Y= 59, Z= -6 | 
[2023-07-23 15:12:21] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 58, Z= -4 | 
[2023-07-23 15:12:22] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 58, Z= -3 | 
[2023-07-23 15:12:23] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 58, Z= -2 | 
[2023-07-23 15:12:23] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 58, Z= -1 | 
[2023-07-23 15:12:24] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 57, Z= -2 | 
[2023-07-23 15:12:25] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 57, Z= -2 | 
[2023-07-23 15:12:25] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 57, Z= -2 | 
[2023-07-23 15:12:26] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 58, Z= -4 | 
[2023-07-23 15:12:26] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 58, Z= -4 | 
[2023-07-23 15:12:27] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 58, Z= -4 | 
[2023-07-23 15:12:27] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 58, Z= -5 | 
[2023-07-23 15:12:28] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 58, Z= -6 | 
[2023-07-23 15:12:28] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 58, Z= -7 | 
[2023-07-23 15:12:28] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 58, Z= -7 | 
[2023-07-23 15:12:29] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 58, Z= -7 | 
[2023-07-23 15:12:29] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 58, Z= -7 | 
[2023-07-23 15:12:30] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 2, Y= 58, Z= -7 | 
[2023-07-23 15:12:30] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 2, Y= 58, Z= -6 | 
[2023-07-23 15:12:31] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 58, Z= -6 | 
[2023-07-23 15:12:31] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 58, Z= -7 | 
[2023-07-23 15:12:32] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 57, Z= -6 | 
[2023-07-23 15:12:32] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 57, Z= -7 | 
[2023-07-23 15:12:33] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 57, Z= -7 | 
[2023-07-23 15:12:33] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 57, Z= -6 | 
[2023-07-23 15:12:34] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 57, Z= -5 | 
[2023-07-23 15:12:34] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 57, Z= -5 | 
[2023-07-23 15:12:34] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 57, Z= -4 | 
[2023-07-23 15:12:35] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 57, Z= -3 | 
[2023-07-23 15:12:35] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 57, Z= -3 | 
[2023-07-23 15:12:38] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 57, Z= -5 | 
[2023-07-23 15:12:39] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 6, Y= 57, Z= -5 | 
[2023-07-23 15:12:40] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 57, Z= -7 | 
[2023-07-23 15:12:40] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 57, Z= -7 | 
[2023-07-23 15:12:40] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 57, Z= -6 | 
[2023-07-23 15:12:41] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 57, Z= -7 | 
[2023-07-23 15:12:43] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 55, Z= -3 | 
[2023-07-23 15:12:43] [world_the_end] The Player <Enderlava> has picked 12 of END_STONE at X= 4, Y= 57, Z= -2 | 
[2023-07-23 15:12:44] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 56, Z= -1 | 
[2023-07-23 15:12:44] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 56, Z= -2 | 
[2023-07-23 15:12:45] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 56, Z= 0 | 
[2023-07-23 15:12:45] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 56, Z= -2 | 
[2023-07-23 15:12:45] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 56, Z= 0 | 
[2023-07-23 15:12:46] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 56, Z= -1 | 
[2023-07-23 15:12:46] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 56, Z= -2 | 
[2023-07-23 15:12:47] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 56, Z= -2 | 
[2023-07-23 15:12:47] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 56, Z= -3 | 
[2023-07-23 15:12:48] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 56, Z= -4 | 
[2023-07-23 15:12:48] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 56, Z= -4 | 
[2023-07-23 15:12:48] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 56, Z= -5 | 
[2023-07-23 15:12:49] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 56, Z= -7 | 
[2023-07-23 15:12:49] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 56, Z= -6 | 
[2023-07-23 15:12:49] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 56, Z= -6 | 
[2023-07-23 15:12:50] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 56, Z= -7 | 
[2023-07-23 15:12:50] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 56, Z= -7 | 
[2023-07-23 15:12:51] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 56, Z= -6 | 
[2023-07-23 15:12:52] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 56, Z= -5 | 
[2023-07-23 15:12:53] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 56, Z= -4 | 
[2023-07-23 15:12:53] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 56, Z= -3 | 
[2023-07-23 15:12:55] [world_the_end] The Player <Enderlava> has picked 8 of END_STONE at X= 5, Y= 56, Z= -4 | 
[2023-07-23 15:12:56] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 56, Z= -4 | 
[2023-07-23 15:12:56] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 56, Z= -5 | 
[2023-07-23 15:12:57] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 55, Z= -6 | 
[2023-07-23 15:12:57] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 55, Z= -6 | 
[2023-07-23 15:12:57] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 55, Z= -7 | 
[2023-07-23 15:12:58] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 3, Y= 55, Z= -7 | 
[2023-07-23 15:12:58] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 55, Z= -7 | 
[2023-07-23 15:12:59] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 55, Z= -7 | 
[2023-07-23 15:13:00] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 55, Z= -7 | 
[2023-07-23 15:13:00] [world_the_end] The Player <Enderlava> has picked 3 of END_STONE at X= 7, Y= 55, Z= -7 | 
[2023-07-23 15:13:01] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 7, Y= 55, Z= -6 | 
[2023-07-23 15:13:03] [world_the_end] The Player <Enderlava> has picked 2 of END_STONE at X= 2, Y= 55, Z= -5 | 
[2023-07-23 15:13:04] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 55, Z= -5 | 
[2023-07-23 15:13:06] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 2, Y= 55, Z= -3 | 
[2023-07-23 15:13:07] [world_the_end] The Player <Enderlava> has picked 3 of END_STONE at X= 4, Y= 55, Z= 0 | 
[2023-07-23 15:13:07] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 55, Z= -1 | 
[2023-07-23 15:13:08] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 5, Y= 55, Z= -1 | 
[2023-07-23 15:13:09] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 6, Y= 55, Z= -1 | 
[2023-07-23 15:13:11] [world_the_end] The Player <Enderlava> has picked 5 of END_STONE at X= 7, Y= 55, Z= -3 | 
[2023-07-23 15:13:12] [world_the_end] The Player <Enderlava> has picked 1 of END_STONE at X= 4, Y= 55, Z= -4 | 
