[2023-07-10 09:20:57] [world] The Player <Enderlava> has broke COBBLESTONE at X= -840, Y= 93, Z= -736
[2023-07-10 10:28:09] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -28, Y= -59, Z= -226
[2023-07-10 10:28:09] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -27, Y= -59, Z= -226
[2023-07-10 10:28:10] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -27, Y= -59, Z= -227
[2023-07-10 10:30:46] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -55, Z= -221
[2023-07-10 10:30:47] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -55, Z= -220
[2023-07-10 10:31:17] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -30, Y= -59, Z= -207
[2023-07-10 10:31:18] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -29, Y= -59, Z= -207
[2023-07-10 10:31:18] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -30, Y= -59, Z= -208
[2023-07-10 10:33:36] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -55, Z= -196
[2023-07-10 10:33:36] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -56, Z= -194
[2023-07-10 10:33:37] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -54, Z= -194
[2023-07-10 10:33:37] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -54, Z= -191
[2023-07-10 10:33:37] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -53, Z= -191
[2023-07-10 10:33:38] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -55, Z= -192
[2023-07-10 10:33:39] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -56, Z= -196
[2023-07-10 10:33:39] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -56, Z= -197
[2023-07-10 10:33:39] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -56, Z= -198
[2023-07-10 10:33:43] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -56, Z= -195
[2023-07-10 10:33:56] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -29, Y= -55, Z= -184
[2023-07-10 10:33:57] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -30, Y= -55, Z= -184
[2023-07-10 10:34:25] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -30, Y= -51, Z= -182
[2023-07-10 10:34:26] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -30, Y= -50, Z= -183
[2023-07-10 10:34:26] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -31, Y= -50, Z= -183
[2023-07-10 10:34:27] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -30, Y= -50, Z= -182
[2023-07-10 10:34:27] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -31, Y= -50, Z= -182
[2023-07-10 10:34:28] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -31, Y= -49, Z= -183
[2023-07-10 10:34:29] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -51, Z= -182
[2023-07-10 10:34:49] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -26, Y= -55, Z= -180
[2023-07-10 10:34:50] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -54, Z= -180
[2023-07-10 10:34:51] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -25, Y= -55, Z= -180
[2023-07-10 10:34:51] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -25, Y= -55, Z= -179
[2023-07-10 10:34:52] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -26, Y= -55, Z= -179
[2023-07-10 10:34:52] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -26, Y= -56, Z= -180
[2023-07-10 10:34:53] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -26, Y= -56, Z= -179
[2023-07-10 10:34:53] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -25, Y= -56, Z= -179
[2023-07-10 10:34:54] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -25, Y= -56, Z= -180
[2023-07-10 10:35:00] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -25, Y= -57, Z= -180
[2023-07-10 10:38:44] [world] The Player <wqe123420> has broke TUFF at X= -29, Y= -53, Z= -154
[2023-07-10 10:38:44] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -54, Z= -154
[2023-07-10 10:38:44] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -54, Z= -154
[2023-07-10 10:38:45] [world] The Player <wqe123420> has broke TUFF at X= -28, Y= -53, Z= -154
[2023-07-10 10:38:46] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -28, Y= -52, Z= -154
[2023-07-10 10:38:47] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -28, Y= -51, Z= -154
[2023-07-10 10:38:47] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -29, Y= -52, Z= -154
[2023-07-10 10:38:48] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -28, Y= -52, Z= -153
[2023-07-10 10:38:49] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -29, Y= -52, Z= -153
[2023-07-10 10:40:47] [world] The Player <Enderlava> has broke TUFF at X= -28, Y= -53, Z= -140
[2023-07-10 10:40:47] [world] The Player <Enderlava> has broke DEEPSLATE at X= -27, Y= -53, Z= -140
[2023-07-10 10:40:48] [world] The Player <Enderlava> has broke COBBLESTONE at X= -27, Y= -54, Z= -138
[2023-07-10 10:40:48] [world] The Player <Enderlava> has broke MOSSY_COBBLESTONE at X= -27, Y= -55, Z= -137
[2023-07-10 10:40:49] [world] The Player <Enderlava> has broke COBBLESTONE at X= -27, Y= -53, Z= -138
[2023-07-10 10:40:49] [world] The Player <Enderlava> has broke MOSSY_COBBLESTONE at X= -27, Y= -55, Z= -136
[2023-07-10 10:40:49] [world] The Player <wqe123420> has broke OBSIDIAN at X= -29, Y= -55, Z= -141
[2023-07-10 10:40:52] [world] The Player <wqe123420> has broke OBSIDIAN at X= -28, Y= -55, Z= -141
[2023-07-10 10:40:52] [world] The Player <wqe123420> has broke TUFF at X= -27, Y= -55, Z= -141
[2023-07-10 10:40:55] [world] The Player <wqe123420> has broke OBSIDIAN at X= -28, Y= -55, Z= -140
[2023-07-10 10:40:58] [world] The Player <wqe123420> has broke OBSIDIAN at X= -28, Y= -55, Z= -139
[2023-07-10 10:41:00] [world] The Player <wqe123420> has broke OBSIDIAN at X= -27, Y= -55, Z= -139
[2023-07-10 10:41:03] [world] The Player <wqe123420> has broke OBSIDIAN at X= -27, Y= -55, Z= -140
[2023-07-10 10:41:03] [world] The Player <wqe123420> has broke TUFF at X= -25, Y= -56, Z= -140
[2023-07-10 10:41:06] [world] The Player <wqe123420> has broke OBSIDIAN at X= -26, Y= -55, Z= -139
[2023-07-10 10:41:06] [world] The Player <Enderlava> has broke COBBLESTONE at X= -28, Y= -55, Z= -137
[2023-07-10 10:41:07] [world] The Player <Enderlava> has broke MOSSY_COBBLESTONE at X= -29, Y= -55, Z= -137
[2023-07-10 10:41:07] [world] The Player <Enderlava> has broke COBBLESTONE at X= -30, Y= -55, Z= -137
[2023-07-10 10:41:07] [world] The Player <Enderlava> has broke COBBLESTONE at X= -30, Y= -55, Z= -136
[2023-07-10 10:41:08] [world] The Player <Enderlava> has broke MOSSY_COBBLESTONE at X= -29, Y= -55, Z= -136
[2023-07-10 10:41:08] [world] The Player <Enderlava> has broke COBBLESTONE at X= -28, Y= -55, Z= -136
[2023-07-10 10:41:09] [world] The Player <Enderlava> has broke MOSSY_COBBLESTONE at X= -28, Y= -55, Z= -135
[2023-07-10 10:41:09] [world] The Player <Enderlava> has broke COBBLESTONE at X= -28, Y= -55, Z= -134
[2023-07-10 10:41:09] [world] The Player <Enderlava> has broke MOSSY_COBBLESTONE at X= -28, Y= -55, Z= -133
[2023-07-10 10:41:10] [world] The Player <Enderlava> has broke MOSSY_COBBLESTONE at X= -28, Y= -55, Z= -132
[2023-07-10 10:41:10] [world] The Player <Enderlava> has broke MOSSY_COBBLESTONE at X= -29, Y= -55, Z= -132
[2023-07-10 10:41:11] [world] The Player <Enderlava> has broke MOSSY_COBBLESTONE at X= -29, Y= -55, Z= -133
[2023-07-10 10:41:12] [world] The Player <Enderlava> has broke MOSSY_COBBLESTONE at X= -30, Y= -55, Z= -133
[2023-07-10 10:41:12] [world] The Player <Enderlava> has broke MOSSY_COBBLESTONE at X= -30, Y= -55, Z= -134
[2023-07-10 10:41:12] [world] The Player <wqe123420> has broke OBSIDIAN at X= -32, Y= -55, Z= -142
[2023-07-10 10:41:12] [world] The Player <Enderlava> has broke MOSSY_COBBLESTONE at X= -30, Y= -55, Z= -132
[2023-07-10 10:41:13] [world] The Player <Enderlava> has broke MOSSY_COBBLESTONE at X= -30, Y= -55, Z= -135
[2023-07-10 10:41:14] [world] The Player <Enderlava> has broke MOSSY_COBBLESTONE at X= -29, Y= -55, Z= -135
[2023-07-10 10:41:15] [world] The Player <wqe123420> has broke OBSIDIAN at X= -32, Y= -55, Z= -141
[2023-07-10 10:41:17] [world] The Player <wqe123420> has broke OBSIDIAN at X= -33, Y= -55, Z= -142
[2023-07-10 10:41:20] [world] The Player <wqe123420> has broke OBSIDIAN at X= -33, Y= -55, Z= -141
[2023-07-10 10:41:22] [world] The Player <wqe123420> has broke OBSIDIAN at X= -34, Y= -55, Z= -142
[2023-07-10 10:41:24] [world] The Player <Enderlava> has broke COBBLESTONE at X= -27, Y= -52, Z= -138
[2023-07-10 10:41:25] [world] The Player <wqe123420> has broke OBSIDIAN at X= -35, Y= -55, Z= -142
[2023-07-10 10:41:25] [world] The Player <Enderlava> has broke DEEPSLATE at X= -28, Y= -52, Z= -139
[2023-07-10 10:41:25] [world] The Player <Enderlava> has broke COBBLESTONE at X= -28, Y= -53, Z= -138
[2023-07-10 10:41:26] [world] The Player <Enderlava> has broke COBBLESTONE at X= -28, Y= -54, Z= -138
[2023-07-10 10:41:26] [world] The Player <Enderlava> has broke COBBLESTONE at X= -29, Y= -54, Z= -138
[2023-07-10 10:41:27] [world] The Player <Enderlava> has broke COBBLESTONE at X= -29, Y= -53, Z= -138
[2023-07-10 10:41:27] [world] The Player <Enderlava> has broke COBBLESTONE at X= -30, Y= -53, Z= -138
[2023-07-10 10:41:27] [world] The Player <Enderlava> has broke COBBLESTONE at X= -30, Y= -54, Z= -138
[2023-07-10 10:41:28] [world] The Player <Enderlava> has broke TUFF at X= -29, Y= -53, Z= -139
[2023-07-10 10:41:29] [world] The Player <Enderlava> has broke TUFF at X= -31, Y= -53, Z= -139
[2023-07-10 10:41:29] [world] The Player <Enderlava> has broke TUFF at X= -31, Y= -54, Z= -139
[2023-07-10 10:41:29] [world] The Player <Enderlava> has broke COBBLESTONE at X= -31, Y= -53, Z= -138
[2023-07-10 10:41:30] [world] The Player <Enderlava> has broke COBBLESTONE at X= -31, Y= -54, Z= -138
[2023-07-10 11:16:31] [world] The Player <Enderlava> has broke GRASS at X= -73, Y= 71, Z= -207
[2023-07-10 12:47:15] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -34, Y= -57, Z= -109
[2023-07-10 12:47:15] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -34, Y= -56, Z= -109
[2023-07-10 12:47:16] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -34, Y= -57, Z= -108
[2023-07-10 12:47:16] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -35, Y= -57, Z= -109
[2023-07-10 12:47:17] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -35, Y= -57, Z= -108
[2023-07-10 12:47:18] [world] The Player <wqe123420> has broke DEEPSLATE at X= -33, Y= -58, Z= -109
[2023-07-10 12:47:18] [world] The Player <wqe123420> has broke DEEPSLATE at X= -34, Y= -58, Z= -109
[2023-07-10 12:47:18] [world] The Player <wqe123420> has broke DEEPSLATE at X= -35, Y= -58, Z= -109
[2023-07-10 12:47:19] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -35, Y= -58, Z= -108
[2023-07-10 12:49:13] [world] The Player <wqe123420> has broke NOTE_BLOCK at X= -30, Y= -52, Z= -114
[2023-07-10 12:54:53] [world] The Player <wqe123420> has broke DEEPSLATE at X= -25, Y= -55, Z= -94
[2023-07-10 12:54:53] [world] The Player <wqe123420> has broke DEEPSLATE at X= -25, Y= -56, Z= -94
[2023-07-10 12:54:54] [world] The Player <wqe123420> has broke DEEPSLATE at X= -24, Y= -55, Z= -94
[2023-07-10 12:54:54] [world] The Player <wqe123420> has broke DEEPSLATE at X= -24, Y= -56, Z= -94
[2023-07-10 12:54:54] [world] The Player <wqe123420> has broke TUFF at X= -23, Y= -55, Z= -94
[2023-07-10 12:54:55] [world] The Player <wqe123420> has broke TUFF at X= -23, Y= -56, Z= -94
[2023-07-10 12:54:55] [world] The Player <wqe123420> has broke TUFF at X= -22, Y= -55, Z= -94
[2023-07-10 12:54:56] [world] The Player <wqe123420> has broke TUFF at X= -22, Y= -56, Z= -94
[2023-07-10 12:54:56] [world] The Player <wqe123420> has broke TUFF at X= -21, Y= -55, Z= -94
[2023-07-10 12:54:56] [world] The Player <wqe123420> has broke TUFF at X= -21, Y= -56, Z= -94
[2023-07-10 13:01:37] [world] The Player <wqe123420> has broke TUFF at X= -22, Y= -55, Z= -94
[2023-07-10 13:01:38] [world] The Player <wqe123420> has broke TUFF at X= -22, Y= -56, Z= -94
[2023-07-10 13:01:46] [world_nether] The Player <Enderlava> has broke SMOOTH_QUARTZ at X= -4, Y= 129, Z= 0
[2023-07-10 13:01:47] [world_nether] The Player <Enderlava> has broke SMOOTH_QUARTZ at X= -3, Y= 131, Z= 0
[2023-07-10 13:01:49] [world_nether] The Player <Enderlava> has broke REDSTONE_BLOCK at X= -7, Y= 129, Z= -1
[2023-07-10 13:01:49] [world_nether] The Player <Enderlava> has broke OBSERVER at X= -8, Y= 130, Z= -1
[2023-07-10 13:01:51] [world_nether] The Player <Enderlava> has broke REDSTONE_BLOCK at X= -10, Y= 130, Z= -2
[2023-07-10 13:01:52] [world_nether] The Player <Enderlava> has broke NOTE_BLOCK at X= -9, Y= 130, Z= -2
[2023-07-10 13:02:45] [world] The Player <wqe123420> has broke TUFF at X= -29, Y= -54, Z= -76
[2023-07-10 13:02:46] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -53, Z= -76
[2023-07-10 13:02:46] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -53, Z= -76
[2023-07-10 13:02:46] [world] The Player <wqe123420> has broke TUFF at X= -31, Y= -53, Z= -76
[2023-07-10 13:02:46] [world] The Player <wqe123420> has broke TUFF at X= -32, Y= -53, Z= -76
[2023-07-10 13:02:46] [world] The Player <wqe123420> has broke TUFF at X= -31, Y= -54, Z= -76
[2023-07-10 13:02:46] [world] The Player <wqe123420> has broke TUFF at X= -30, Y= -54, Z= -76
[2023-07-10 13:02:46] [world] The Player <wqe123420> has broke TUFF at X= -29, Y= -55, Z= -76
[2023-07-10 13:02:46] [world] The Player <wqe123420> has broke TUFF at X= -28, Y= -55, Z= -76
[2023-07-10 13:02:46] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -54, Z= -76
[2023-07-10 13:02:46] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -54, Z= -75
[2023-07-10 13:02:46] [world] The Player <wqe123420> has broke TUFF at X= -28, Y= -54, Z= -74
[2023-07-10 13:02:46] [world] The Player <wqe123420> has broke TUFF at X= -30, Y= -54, Z= -75
[2023-07-10 13:02:46] [world] The Player <wqe123420> has broke TUFF at X= -31, Y= -54, Z= -75
[2023-07-10 13:02:46] [world] The Player <wqe123420> has broke TUFF at X= -31, Y= -55, Z= -76
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke TUFF at X= -32, Y= -55, Z= -76
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke TUFF at X= -33, Y= -55, Z= -76
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke TUFF at X= -33, Y= -55, Z= -77
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke TUFF at X= -31, Y= -55, Z= -75
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke TUFF at X= -30, Y= -55, Z= -75
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke TUFF at X= -29, Y= -54, Z= -75
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke TUFF at X= -29, Y= -54, Z= -74
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke TUFF at X= -30, Y= -54, Z= -74
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke TUFF at X= -32, Y= -54, Z= -76
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke TUFF at X= -33, Y= -54, Z= -76
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke TUFF at X= -33, Y= -54, Z= -75
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke TUFF at X= -32, Y= -54, Z= -75
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -54, Z= -74
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke TUFF at X= -30, Y= -55, Z= -74
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke TUFF at X= -30, Y= -55, Z= -76
[2023-07-10 13:02:47] [world] The Player <wqe123420> has broke TUFF at X= -29, Y= -55, Z= -75
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -29, Y= -56, Z= -75
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -29, Y= -56, Z= -76
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -29, Y= -57, Z= -75
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -30, Y= -56, Z= -76
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -30, Y= -56, Z= -75
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -30, Y= -57, Z= -75
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -30, Y= -56, Z= -74
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -28, Y= -55, Z= -75
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -28, Y= -56, Z= -75
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -27, Y= -55, Z= -75
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -28, Y= -56, Z= -74
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -29, Y= -56, Z= -74
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -30, Y= -57, Z= -74
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -31, Y= -57, Z= -74
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -31, Y= -56, Z= -75
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -31, Y= -57, Z= -75
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -31, Y= -56, Z= -76
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -31, Y= -57, Z= -76
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -32, Y= -56, Z= -76
[2023-07-10 13:02:48] [world] The Player <wqe123420> has broke TUFF at X= -31, Y= -56, Z= -77
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke TUFF at X= -32, Y= -56, Z= -75
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke TUFF at X= -31, Y= -56, Z= -74
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke TUFF at X= -29, Y= -55, Z= -74
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke TUFF at X= -28, Y= -55, Z= -74
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke TUFF at X= -28, Y= -55, Z= -73
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke TUFF at X= -29, Y= -55, Z= -73
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -54, Z= -73
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -53, Z= -75
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -53, Z= -74
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -52, Z= -75
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -52, Z= -76
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke DEEPSLATE at X= -31, Y= -51, Z= -75
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -52, Z= -76
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -52, Z= -75
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -52, Z= -76
[2023-07-10 13:02:49] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -52, Z= -76
[2023-07-10 13:02:50] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -52, Z= -75
[2023-07-10 13:02:50] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -53, Z= -76
[2023-07-10 13:02:50] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -53, Z= -75
[2023-07-10 13:02:50] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -53, Z= -74
[2023-07-10 13:02:50] [world] The Player <wqe123420> has broke DEEPSLATE at X= -32, Y= -54, Z= -74
[2023-07-10 13:06:19] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -44, Z= -59
[2023-07-10 13:06:19] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -44, Z= -58
[2023-07-10 13:06:20] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -44, Z= -58
[2023-07-10 13:06:20] [world] The Player <wqe123420> has broke DEEPSLATE at X= -29, Y= -44, Z= -59
[2023-07-10 13:06:21] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -44, Z= -60
[2023-07-10 13:06:21] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -45, Z= -60
[2023-07-10 13:06:21] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -30, Y= -45, Z= -61
[2023-07-10 13:07:56] [world] The Player <wqe123420> has broke DEEPSLATE at X= -30, Y= -50, Z= -64
[2023-07-10 13:08:00] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -55, Z= -56
[2023-07-10 13:08:01] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -26, Y= -54, Z= -54
[2023-07-10 13:08:16] [world] The Player <wqe123420> has broke TUFF at X= -29, Y= -50, Z= -61
[2023-07-10 13:08:17] [world] The Player <wqe123420> has broke DEEPSLATE at X= -28, Y= -50, Z= -63
[2023-07-10 13:08:34] [world] The Player <wqe123420> has broke DEEPSLATE at X= -26, Y= -54, Z= -53
[2023-07-10 13:08:34] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -25, Y= -54, Z= -53
[2023-07-10 13:08:35] [world] The Player <wqe123420> has broke DEEPSLATE_DIAMOND_ORE at X= -25, Y= -55, Z= -53
[2023-07-10 13:31:49] [world] The Player <wqe123420> has broke TUFF at X= -833, Y= -58, Z= -740
[2023-07-10 13:32:10] [world] The Player <wqe123420> has broke SPRUCE_LEAVES at X= -872, Y= 84, Z= -740
[2023-07-10 13:32:11] [world] The Player <wqe123420> has broke SPRUCE_LEAVES at X= -872, Y= 84, Z= -738
[2023-07-10 13:32:11] [world] The Player <wqe123420> has broke SPRUCE_LEAVES at X= -872, Y= 83, Z= -738
[2023-07-10 13:32:12] [world] The Player <wqe123420> has broke SPRUCE_LEAVES at X= -872, Y= 82, Z= -738
[2023-07-10 13:32:13] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -872, Y= 77, Z= -736
[2023-07-10 13:32:17] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -872, Y= 78, Z= -736
[2023-07-10 13:32:18] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -872, Y= 79, Z= -736
[2023-07-10 13:32:18] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -872, Y= 80, Z= -736
[2023-07-10 13:32:19] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -872, Y= 81, Z= -736
[2023-07-10 13:32:19] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -872, Y= 82, Z= -736
[2023-07-10 13:32:20] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -872, Y= 83, Z= -736
[2023-07-10 13:32:21] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -872, Y= 84, Z= -736
[2023-07-10 13:32:27] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -879, Y= 76, Z= -728
[2023-07-10 13:32:27] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -879, Y= 75, Z= -728
[2023-07-10 13:32:28] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -879, Y= 74, Z= -728
[2023-07-10 13:32:28] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -879, Y= 77, Z= -728
[2023-07-10 13:32:29] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -879, Y= 78, Z= -728
[2023-07-10 13:32:29] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -879, Y= 79, Z= -728
[2023-07-10 13:32:29] [world] The Player <wqe123420> has broke SPRUCE_LEAVES at X= -879, Y= 80, Z= -728
[2023-07-10 13:32:30] [world] The Player <wqe123420> has broke GRASS_BLOCK at X= -879, Y= 71, Z= -727
[2023-07-10 13:32:30] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -879, Y= 73, Z= -728
[2023-07-10 13:32:31] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -879, Y= 72, Z= -728
[2023-07-10 13:32:31] [world] The Player <wqe123420> has broke DIRT at X= -879, Y= 71, Z= -728
[2023-07-10 13:32:33] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -880, Y= 72, Z= -721
[2023-07-10 13:32:34] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -880, Y= 71, Z= -721
[2023-07-10 13:32:34] [world] The Player <wqe123420> has broke SPRUCE_LEAVES at X= -879, Y= 73, Z= -721
[2023-07-10 13:32:35] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -880, Y= 73, Z= -721
[2023-07-10 13:32:35] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -880, Y= 74, Z= -721
[2023-07-10 13:32:36] [world] The Player <wqe123420> has broke SPRUCE_LOG at X= -880, Y= 75, Z= -721
