[2023-07-07 08:32:17] [world] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Zombie at X= 4, Y= 25, Z= -225
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 0, Z= 7
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:20] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:21] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 09:58:21] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-07 09:58:21] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-07 09:58:21] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 09:58:21] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:21] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:21] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:21] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 09:58:21] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:21] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:21] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 0, Z= 7
[2023-07-07 09:58:21] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:21] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 09:58:22] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 09:58:22] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:22] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 0, Z= 8
[2023-07-07 09:58:22] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:22] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain §27级§f精英§5末影人 at X= 331, Y= 1, Z= 7
[2023-07-07 09:58:22] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:22] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 09:58:23] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain §27级§f精英§5末影人 at X= 331, Y= 1, Z= 7
[2023-07-07 09:58:59] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:58:59] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -278
[2023-07-07 09:59:00] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:00] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:59:00] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:59:00] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -278
[2023-07-07 09:59:00] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -15, Y= 1, Z= -279
[2023-07-07 09:59:00] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:00] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:00] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:00] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -15, Y= 1, Z= -277
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -278
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -278
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -278
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -278
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -15, Y= 1, Z= -278
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -278
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -278
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -15, Y= 1, Z= -278
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -278
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:01] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:02] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:02] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:59:02] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:02] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -15, Y= 2, Z= -279
[2023-07-07 09:59:02] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:02] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:02] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:03] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain §25级§f精英§5末影人 at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:03] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:59:03] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:03] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:03] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -15, Y= 1, Z= -279
[2023-07-07 09:59:03] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain §29级§f精英§5末影人 at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:03] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:04] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:04] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:04] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -15, Y= 1, Z= -279
[2023-07-07 09:59:04] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:05] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -15, Y= 1, Z= -279
[2023-07-07 09:59:06] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:06] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -15, Y= 1, Z= -279
[2023-07-07 09:59:06] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -278
[2023-07-07 09:59:06] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -277
[2023-07-07 09:59:06] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:06] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain §26级§f精英§5末影人 at X= -16, Y= 1, Z= -278
[2023-07-07 09:59:07] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:59:07] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -15, Y= 1, Z= -278
[2023-07-07 09:59:08] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:08] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -15, Y= 1, Z= -277
[2023-07-07 09:59:08] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:08] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:08] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:08] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:09] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -277
[2023-07-07 09:59:09] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain §210级§f精英§5末影人 at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:09] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -17, Y= 1, Z= -279
[2023-07-07 09:59:09] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -15, Y= 1, Z= -278
[2023-07-07 09:59:09] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:09] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -277
[2023-07-07 09:59:11] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:11] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:11] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -15, Y= 1, Z= -278
[2023-07-07 09:59:11] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 09:59:11] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= -16, Y= 1, Z= -279
[2023-07-07 10:03:58] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 316, Y= 1, Z= 5
[2023-07-07 10:04:04] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 314, Y= 1, Z= 4
[2023-07-07 10:04:53] [world_the_end] [48835002-b378-4798-b2e4-aa5890f9b262] The Player <wqe123420> has slain Enderman at X= 314, Y= -66, Z= -5
[2023-07-07 10:04:57] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 0, Z= 7
[2023-07-07 10:04:57] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 0, Z= 7
[2023-07-07 10:04:57] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-07 10:05:00] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:00] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:00] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 0, Z= 7
[2023-07-07 10:05:00] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:00] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:00] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-07 10:05:01] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-07 10:05:01] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-07 10:05:01] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:02] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:02] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:02] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:02] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:03] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-07 10:05:03] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-07 10:05:04] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 0, Z= 8
[2023-07-07 10:05:04] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-07 10:05:04] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-07 10:05:04] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-07 10:05:04] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:04] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 10:05:04] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:05] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-07 10:05:05] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 10:05:05] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-07 10:05:06] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 10:05:06] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-07 10:05:06] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 10:05:06] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 10:05:06] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-07 10:05:06] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:07] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 8
[2023-07-07 10:05:07] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-07 10:05:07] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:07] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-07 10:05:07] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 1, Z= 7
[2023-07-07 10:05:07] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain §27级§f精英§5末影人 at X= 331, Y= 0, Z= 7
[2023-07-07 10:05:08] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:08] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:08] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 0, Z= 7
[2023-07-07 10:05:08] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
[2023-07-07 10:05:08] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-07 10:05:08] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 332, Y= 1, Z= 8
[2023-07-07 10:05:08] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 6
[2023-07-07 10:05:08] [world_the_end] [328df1ca-ba2e-4db6-9638-0be621ad2032] The Player <wegwe> has slain Enderman at X= 331, Y= 1, Z= 7
